,talk_id,title,abstract,type,session
79,79,Potential Effects of Coprophagous Behavior in Texas Tortoises,"Coprophagy is a known behavior of Texas tortoises (Gopherus berlandieri); however, the extent of this behavior has not been documented. It is largely unknown whether Texas tortoises display preferences for their own scat, other tortoises’ scat, or even the scat of other species. Therefore, we studied this behavior by placing 10 Texas tortoises individually in a 10 m2 pen, and providing 20-g of various randomized scat types in a cafeteria-style experiment. Scat choice included the tortoises’ own scat, which was collected during the days prior to the experiment, scat from other Texas tortoises, and scat from raccoons (Procyon lotor), coyotes (Canis latrans), and nilgai (Boselaphus tragocamelus). These species were selected because they were the most prevalent scat on the landscape associated with Texas tortoises. Quantity of scat consumed was measured every 12-hours during a 48-hr period. Similar quantity of each scat was placed in containers that were exposed to the environment and used as controls for potential shrink:swell due to desiccation from heat or swelling from humidity. Seven of the 10 tortoises ate at least one scat type and one tortoise consumed some of each scat type. Texas tortoises displayed individual preference for scat type but did not display a generalized preference for scat type. Five tortoises consumed raccoon scat, which creates a potential mortality and risk factors associated with Baylisascariasis procyonis parasitic infection.",poster,NA
80,80,Habitat Preferences of Texas Tortoises in Southern Texas,"Texas tortoise (Gopherus berlandieri) populations were once distributed throughout southern Texas with densities as high as 16 tortoises/ha. More recent studies have estimated densities at 0.26 tortoise/ha, and their distribution has become sporadic throughout their historic range. Populations of Texas tortoises are thought to be restricted to thorn scrub and coastal prairie habitats. Older studies (~50 years) found Texas tortoises in loma habitat; however, the importance of such habitat to tortoises remains unclear. Therefore, we conducted a habitat availability and use analysis for Texas tortoises in southern Texas. We collected 149 tortoises within a 270-ha area. Of the 8 habitats identified within our study area, Texas tortoises only used the grassland loma in greater proportion than available, with 120 tortoises (80.5%) located within that habitat. Tortoises used evergreen loma and salt prairie habitats in proportion to their availability, and wetlands, open water, coastal flats, dredge spoils, and thorn scrub habitats much less than those habitats’ availability. Density of Texas tortoises within the grassland loma was 3.9 tortoises/ha, which is a 15-fold increase from the 0.26 tortoise/ha estimate. Our results suggest that thorn scrub is not a preferred habitat by Texas tortoises and loma habitats should be protected as critical habitat for this state-threatened reptile.",poster,NA
81,81,Is Agriculture Harmful to Spot-Tailed Earless Lizards?,"Spot-tailed earless lizards (STEL) are rare species whose population numbers and distribution have drastically declined. One hypothesis for their decline includes agricultural practices. Our objectives were to determine if agriculture practices resulted in direct or indirect negative impacts. We built a 1-ha enclosure to simulate a crop field. We placed 20 STEL outfitted with VHF transmitters to monitor their movements. We disked and mowed the enclosure. In both cases STEL that were above ground fled the approaching agricultural equipment, while underground STEL remained underground and the equipment would pass over them. Mortality or injury to STEL did not occur. We then placed 4 groups of 16 STEL, of which half served in the treatment and control groups, respectively, into separate 38-L aquaria. Roundup® (herbicide) and Besiege® (pesticide) were either sprayed directly on STEL within aquaria or STEL removed, applied to substrate, and STEL returned after the spray dried. STEL snout-vent length and weight were measured at day 0 and 14. Mortality did not differ between treatment and control STEL. Growth was unaffected by Round-up®; however, weight gain was less for both juvenile and adult STEL by direct and indirect spray methods. Besiege® affected juvenile and adult STEL growth and weight gain by both spray methods. Lizards were monitored an additional 30 days where growth and weight gain between the treatment and control STEL were similar again. Therefore, it appears that agriculture practices have a mild, indirect negative impact on STEL.",poster,NA
82,82,Loggerhead Shrike Predation of Spot-Tailed Earless Lizards,"Spot-tailed earless lizards (STEL; Holbrookia lacerata (Plateau STEL), and H. subcaudalis (Tamaulipan STEL)) were once distributed throughout central and southern Texas; however, today, their distribution is patchy across only portions of their previous range. Theories as to why their distributions has shrunk include brush and invasive grass encroachment, agricultural practices, and predation; however, few publications document predation of STEL. We built a 1-ha enclosure in southern Texas and outfitted 30 STEL with VHF transmitters and followed their movements and mortalities from August – October 2022. During this time, 25 of 30 STEL (83%) were depredated by loggerhead shrikes (Lanius ludovicianus). We observed shrikes in the area and all 25 STEL were found impaled on mesquite (Prosopis glandulosa) thorns, a known behavior of shrikes. Remaining populations of STEL are found primarily in agricultural fields that lack thorn trees and barbed-wire fences by which shrikes could utilize for their unique predation tactic. More research is needed to determine the extent to which shrikes could be significant factors in the distributional decline of STEL.",poster,NA
83,83,Noisescape along Wildlife Road Mortality Mitigation Areas in Southern Texas,"Continuing urban and human expansion contributes to destruction, fragmentation, and degradation of wildlife habitat. Increased noise from this expansion can have negative influences on wildlife, including increased fitness costs, decreased health, and population fragmentation. Decibels can be weighted for different frequency responses, A-weighting (dBA) or C-weighting (dBC), or as Z-weighting (dBZ), which is linear or unweighted. In Cameron County, the Texas Department of Transportation constructed nine wildlife crossing structures (WCS) with noncontinuous exclusion fencing on Farm-to-Market (FM) 106 and five WCS and 18 wildlife guards with continuous exclusion fencing on State Highway (SH) 100, to mitigate endangered ocelot (Leopardus pardalis) road mortalities. Our objectives were to: 1) describe the noise levels along each road and at each WCS; 2) describe the noise levels in the habitat 1 km out from each road; and 3) understand if wildlife use of WCS would be best predicted by noise measurements in dBZ, dBA, and/or dBC. WCS were monitored with camera trap arrays that consisted of four cameras on each side. Noise levels were monitored with NSRT_mk3 sound level meters. A twofactor analysis of variance was used to compare average noise levels between WCS. Logistic regressions were used to compare noise levels at each decibel weighting in relation to complete crossings through the WCS of target species. This study will help establish a baseline noisescape for each highway and contribute to the understanding of how noise propagates from each road in different vegetation types.",poster,NA
84,84,Stopover Habitat Associations of an Imperiled Migratory Bird in The Central Flyway,"Migratory shorebirds in North America have experienced significant declines in the past 50 years. One-third of shorebird species are considered “tipping point” species that show continuous accelerated declines, which could lead to a 50% loss in the next 50 years. As a longdistance migrant who depend on grasslands throughout most of its lifecycle, the Buff-breasted Sandpiper is a species of global conservation concern and has been identified as a flagship species by the Arctic Migratory Bird Initiative and the Midcontinent Shorebird Conservation Initiative. To develop more effective conservation strategies for this species, a more holistic understanding of their habitat requirements across their migratory pathway is critical. Habitat use by these cryptic birds is currently based on opportunistic sightings of birds in short stature grasslands or early growth agricultural areas, where they are more easily seen. We synthesized data on vegetation height, crop type, and general habitat type collected from locations visited by satellite-tracked birds within the Central Flyway of the Americas (7 regions across 6 countries). Detecting vegetation height in grasslands is, as of yet, still unfeasible through remote sensing, therefore compilation of bird-driven (not observer driven) ground observations is invaluable to build a better understanding of the habitat requirements of this imperiled species. By summarizing habitat use across their migratory flightpath, we aim to identify patterns among sites, which can then be used to guide future conservation and management for the species.",poster,NA
85,85,How Does Variance in Natural Factors Alter the Hunting Patterns of Mississippi Kites,"The Mississippi Kite (Ictinia mississippiensis) has become a common breeding season resident of urban areas across the southern Great Plains. The species can be found occupying urban parks, school campuses, and residential areas. Several studies have examined aspects of Mississippi kite ecology, such as diet, breeding ecology, and nest sites selection. However, their daily activity budget remains poorly understood. To gain a better understanding of kite behavior, we constructed a behavioral ethogram and recorded kite activities over 10-min observation periods. During each observation period, we recorded activities for a randomly selected kite. Primary recorded behaviors were ‘perched’ and ‘flight’. We recorded locations (e.g., tree, power line) and activities (e.g., stationary, preen) of perched kites as secondary behaviors. We estimated heights of kites in flight categorically as ‘low’ (≤ 25 m), ‘high’ (25 – 75 m), and ‘soar’ (> 75 m). We conducted 175 observation periods, all in parks in Lubbock, Texas, from 26 June to 24 August 2022. During our observations, we recorded kites as perched 13.0% of the time and in flight 87.0% of the time. The majority of kite flights were at soaring heights (48.1%), with low (25.0%) and high (26.9%) occurring in similar proportions. We are currently conducting regression analysis to identify any relationships between flight heights and time of day, temperature, humidity, wind speed, and cloud cover.",poster,NA
86,86,Body Weight of Small Vertebrates Across a Gradient of Plant Invasion and Habitat,"Invasive and non-native vegetation can result in reduced ecosystem function presumably due to the loss of native plant diversity. Historically, open rangelands of southern Texas have been invaded by non-native grasses and native, woody shrubs. Small vertebrates play vital roles in ecosystems as primary and secondary consumers; however, little is known of their response to invasive vegetation. To evaluate the effects of invasive vegetation on small vertebrates, we surveyed small mammal and herpetofauna communities at the Welder Wildlife Refuge in San Patricio County, Texas. In December 2019, we established six plots: two consisted of native vegetation, two consisted of invasive vegetation, and two intermediate plots. As of August 2023, we recorded 419 captures of 30 reptile species and 2,331 captures of 11 small mammal species. To determine the potential effects of invasive vegetation on these communities, we compared body weight of each species between each plot. For our three small mammal species, responses differed by species but weights were generally heaviest in invaded and intermediate plots. For our five most commonly captured reptile species Crotalus atrox was significantly heavier in the invaded plots. The other species showed no significant responses to plot type (i.e., level of invasion). Invaded and intermediate plots consisted of woody shrubs that may provide more cover and additional food resources for small mammals resulting in heavier individuals. Similarly, C. atrox prey on small mammals, so larger prey likely results in larger individuals. Thus, these plant communities can be advantageous to certain small vertebrates.",poster,NA
87,87,Whitebrush (Aloysia gratissima) Ecology and Control Options for Management,"Management of shrub populations has been a common practice on South Texas rangelands since the early 1800’s. Increases in woody plant presence in historically herbaceous communities alters the structure and function of the landscape resulting in a loss of ecosystem services. Decreases in forage production and game habitat are frequent consequences of shrub encroachment that influence landowners to implement management strategies. Prior knowledge of ecological site and species characteristics can assist in designing targeted strategies with long term, high control outcomes. Whitebrush (Aloysia gratissima) is a native shrub in South Texas that exhibits locally invasive behavior, forming monoculture stands that often require intensive management. Our goal was to create a site and species-specific management strategy for whitebrush in South Texas by 1) trialing common and newly released chemical control methods and 2) observing the reproductive ecology. We conducted an efficacy trial of a recently released herbicide that resulted in a high level of control regardless of season of application. In addition, four widely used herbicides were applied during the dormant season with increased surfactant rates to evaluate efficacy of nontraditional seasonal applications. While surfactant rate was not found to influence mortality, herbicide and application rate were highly significant (p = 1.224x10-4, 3.267x10-14). Seed ecology characteristics, evaluated through laboratory and greenhouse experiments to further our understanding of the lifetime of management effects, indicated low to moderate levels of seed viability (6-49%) and low germination (4-24%). Results from this study will help determine an effective treatment standard to benefit land managers of South Texas rangelands.",poster,NA
88,88,Weather Effects on Herpetofauna Detection on a South Texas Rangeland,"Worldwide, herpetofaunal species are declining due to factors such as habitat conversion, disease, and climate change. Monitoring herpetofauna populations can be difficult due to the cryptic nature of many species and effort associated with long-term monitoring programs. To maximize surveying efforts, researchers need to understand both where and when to conduct surveys. South Texas has a semiarid climate that experiences frequent drought cycles, which can alter available resources and habitat conditions. In May 2020, we began monitoring herpetofauna communities at the Welder Wildlife Refuge in San Patricio County using drift fence arrays at six plots. These plots were chosen as part of a companion study evaluating the effects of invasive vegetation on herpetofaunal communities. As of August 2022, we recorded 6310 captures of 11 amphibian species and 419 captures of 30 reptile species. We evaluated effects of temperature and rainfall on detection probability for 6 anuran and 5 snake species. For the anuran species, detection probability increased with an increase in rainfall and a decrease in maximum temperature for most species. For the snake species, effects of both rainfall and temperature differed by species. Detection probability increased with a decrease in rainfall and maximum temperature for 3 species, while no differences were observed in detection probability for the remaining snake species. Our results provide researchers more information about the conditions that provide the greatest probability of detection for herpetofauna species. We plan to continue to survey these communities in 2023 to further evaluate effects of weather and vegetation on herpetofauna.",poster,NA
89,89,Mating mystery: A closer look at the breeding ecology of the Painted Bunting,"The Painted Bunting (Passerina ciris) is considered a “species of conservation concern” by the US Fish and Wildlife Service due to persistent population declines. The mating system of the species remains poorly understood and is described as both monogamous and polygynous with anecdotal evidence as support. Based on the limited amount of parental care provided by the male of the species and previously collected female home range data, we suspect female Painted Buntings are mating with more than one male. The aim of this study is to accurately define the mating system of Painted Buntings in North Texas. Using whole genome sequencing via barcoding, we will identify 30-50 single nucleotide polymorphisms (SNPs) for use in a genetic paternity analysis. During the 2022 season, we collected data on 6 nests and genetic samples were collected from 17 nestlings and 2 nonviable eggs. Since 2017, we have collected blood samples from 464 adult and juvenile buntings in our study area. We expect that most broods will be fathered by more than one male. When developing future conservation strategies for this species, it is essential to understand the role that multiple paternity may play on population dynamics, natural evolutionary processes, and the effective population size of Painted Buntings.",poster,NA
90,90,Development of an Improved Survey Method for the Texas Kangaroo Rat (Dipodomys,"The Texas kangaroo rat (Dipodomys elator) currently inhabits five counties in Texas. Habitat fragmentation and changing vegetation patterns are believed to be responsible for the reduction of the population such that it is currently a state threatened species under petition for federal protection. The species rarity and nocturnal activity periods result in them being difficult to survey, monitor, and study. We are testing different approaches to develop a repeatable and reliable survey method for these elusive animals. Our experimental approach consists of employing and comparing a variety of survey methods along ten 1.6 km transects located at the Matador Wildlife Management Area. We are using the substantively more abundant Ord’s kangaroo rat (D. ordii) as a proxy for Texas kangaroo rats, as the two species are very similar, with the main differences being slight pelage differences and choices of soil types. Our survey trials consist of walking spotlight transects, driving spotlight transects, walking thermal scope transects, driving thermal scope transects, and burrow surveys. We are assessing methods on basis of detection probabilities with covariates of moon phase, time, temperature, and cloud cover. Our results should provide guidance to optimize survey methods for Texas kangaroo rats, and serve to facilitate improved surveys and monitoring of this elusive species.",poster,NA
91,91,Assessing the Impacts of Waterfowl Habitat Management in the Western Gulf Coast,"The Texas Coast is one of the most important wintering regions for many waterfowl species, offering high-energy foraging habitat that is crucial during late winter, particularly for migratory species. Since the 1990s, the Gulf Coast Joint Venture (GCJV) has worked to provide foraging habitat for waterfowl species under the Texas Prairie Wetlands Project (TPWP). However, there is no assessment on whether TPWP management is benefitting waterfowl and meeting their objectives in providing important foraging habitat. The aim of this research is to investigate the influence of GCJV habitat management on female northern pintail (Anas acuta; hereafter pintail) during spring migration. The pintail is an excellent model for this study given they demonstrate high winter site fidelity and is a species of concern for management. The objectives are to link the use of the TPWP program sites during late winter to spring migration performance. Female pintails were captured in late winter throughout the Texas Mid-Coast. Females were fitted with Ornitela 15g GPS/GSM transmitters. We will calculate the proportional use of TPWP enrolled sites and link this to (1) date of spring migration departure, (2) number of spring migration stopovers, and (3) date of arrival on breeding areas. We will use a Generalized Linear Mixed Model to determine the effect of proportion of time on TPWP sites on the three spring migration metrics. We expect to provide insight into the relative contribution of the TPWP sites to pintail late winter ecology and spring migratory performance.",poster,NA
92,92,Spatial and temporal variation in mammal communities of a unique forest ecosystem in,"Rising above the pine forests of the Gulf Coastal plain on iron ore mountain tops, upland deciduous forests were once a common cover type in northeast Texas. However, unsustainable logging practices in the early 1900’s, along with changing land-use practices (i.e., fire suppression, monocultural silviculture) have led to a decline of these unique uplands. Because habitat features within these uplands are scarce upon the landscape, habitat features therein could provide important resources for wildlife. Here, we investigate the spatiotemporal activity of mammal communities across cover types in northeast Texas. Campak 1080P trail cameras (n =18) were deployed across three cover types (i.e., upland deciduous forest, mixed slope forest, bottomland hardwood forest) from June 2022 to January 2023 at Couch Mountain Ranch in Camp County, TX. We also collected habitat data describing forest structure at each camera location. Based on these data, we determined detection probabilities for all recorded taxa and compared activity across cover types. We observed a general pattern in which increased detections of feral hogs (Sus scrofa) corresponded with decreased detections of white-tailed deer (Odocoileus virginianus) and other mesocarnivores. Furthermore, we observed recognizable shifts in activity among the mesocarnivore guilds. This study contributes to our knowledge of mammal communities in an understudied and unique ecosystem in northeast Texas. Given the drastic alterations that have occurred within upland deciduous forest of the region, wildlife managers will benefit from future studies that focus on understanding how communities may respond to varied forms of land-use and/or forest management.",poster,NA
93,93,Vegetation Selection and Activity Patterns by South Texas Bats,"Bats have a greater diversity of behavior than any other mammalian order. Therefore, understanding activity patterns and vegetation selection is imperative in the success of maintaining bat populations in south Texas. In more recent studies, conducted on the San Antonio Viejo Ranch (SAV) belonging to the East Foundation, activity patterns for four summer resident bats was conducted - Eastern Red Bat (Lasirius borealis), Cave Myotis (Myotis velifer), Evening Bat (Nycticeius humeralis), and Brazilian Free-tailed Bat (Tadarida brasiliensis). These results showed peak nightly activity hours for these bats. For all species included in the study, total bat activity peaked at 02:00, with a secondary peak occurring between 05:00 and 06:00. My results conducted at the El Sauz Ranch, roughly 100 miles southeast of SAV, concurred with this study with a few differences. It is crucial to determine how bats respond to changes in vegetation type and species composition given different land uses. From this, we can understand and provide a baseline for activity patterns and add the information of vegetation selection for these south Texas bats to prepare for future disturbances. This lack of information has led me to research effective management strategies needed to protect these vital species in a more comprehensive and cohesive manner than previously understood. This discussion will also cover a review of current literature and gaps in knowledge.",poster,NA
94,94,Applying eDNA Analysis to Identify Winter Food Habits of American Kestrels in the,"The American kestrel (Falco sparverius) is generalist predator that inhabits open spaces across most of North and South America. Despite their abundance, kestrel populations are in decline across their ranges overall. Previous food habit studies have been conducted during the spring and breeding season, but few studies describe kestrel food habits in the winter. Several studies suggest kestrels prey heavily on invertebrates or reptiles, but these ectothermic animals are inactive and likely unavailable in cold winter months. Sampling for residual eDNA from prey on kestrel beaks could lead to a more complete understanding of food habits for this species, and its role as a predator in ecological communities. During winter of 2021-2022, we captured 49 American kestrels in the Southern High Plains and collected eDNA samples by swabbing their beaks for residual eDNA. DNA was extracted from these samples in collaboration with project collaborators at UC Davis in California. The sequencing process is still ongoing, and we plan to collect another 50 samples in winter 2022-2023. We will assess winter food habits to identify prey species composition and possible prey partitioning between the sexes of this sexual-size dimorphic species.",poster,NA
95,95,Microclimate Characteristics of White-tailed Hawk Nests in South Texas,"The white-tailed hawk (Geranoaetus albicaudatus) is listed as state threatened in Texas, where they breed in open areas throughout the coastal bend region of Texas. Previous research has indicated that anthropogenic activities may have a negative impact on white-tailed hawk breeding activities, and investigating aspects of their breeding ecology will help further management for this threatened species. To date, there is no information available regarding the microclimate of white-tailed hawk nests during the breeding season. Environmental conditions are important drivers for many species' ecological characteristics. Although adult Accipitriformes can respond to fluctuating conditions by changing their activity patterns, nestlings have very limited abilities to do so. However, the microclimate of the nest, as well as parental behavior, can help ameliorate the influences of extreme environmental conditions. A component of our research efforts is to assess the microclimate of white-tailed hawk nests posthatch by use of data loggers that collect temperature and humidity data. Temperature data was also collected in combination with nest cameras used to monitor white-tailed hawk nests in south Texas. Results from the assessment of microclimate data and environmental conditions from 4 white-tailed hawk nesting pairs will be presented.",poster,NA
96,96,Parental Budgets and Feeding Behavior of Nestling White-tailed Hawks,"Members of the Accipitriformes usually have sexually divided parental roles in which the female contributes more to nestling care and nest defense whereas the male provides the majority of food and defends the larger territory. The white-tailed hawk (Geranoaetus albicaudatus) is one of North America’s least studied birds of prey, and little quantitative information is available regarding parental care and feeding behavior during the breeding season, although we hypothesize white-tailed hawks divide parental roles similar to other Accipitriformes. One goal of this study is to describe the sex-specific differences or similarities of nesting white-tailed hawks in context of behavioral budgets related to feeding of nestlings. To determine the behavioral budgets, we placed trail cameras at 12 white-tailed hawk nests containing hatchlings throughout south Texas properties in spring 2021. Cameras were set to take 60 seconds of video whenever they were triggered by movement, with a 60-second pause between triggers. Cameras were active 24 hours per day and ran from 14 April to 3 July 2021. We are assessing relationships of nestling age with adult attendance and feeding frequency, and contrasting nest attendance by male and female members of pairs. Analyses are ongoing and results will be presented from 4 nesting pairs of white-tailed hawks.",poster,NA
97,97,Tricolored Bats in Texas: Acoustic Monitoring to Inform Conservation in the Era of,"Cave-roosting bat species have suffered significant population losses across the U.S. from white-nose syndrome (WNS), a deadly disease caused by the fungus Pseudogymnoascus destructans that thrives in cave microclimates. The tricolored bat (Perimyotis subflavus) has experienced serious population-level declines due to WNS in portions of their range. While fatalities of P. subflavus from WNS have not been documented to date in Texas, this species is likely to be protected across the U.S. as it was recommended for listing as Endangered by the U.S. Fish and Wildlife Service in September 2022. Understanding of the Texas population of P. subflavus is limited, and information about distribution, seasonal population movement and fluctuation, and habitat selection is needed to inform management practices. Our objective is to assess the influence of landscape variables on the occupancy probability of P. subflavus across the state of Texas using stationary acoustic monitoring at 96 sites continuously from 2020-2023. Seasonal data will be assessed from four, 4-day periods per year and we will use habitat type (barren, water, cultivated, developed, forest, grassland) at three spatial scales and karst proximity as covariates. Preliminary results from summer 2021 from 82 detectors indicate that P. subflavus occupancy probability increases from 53% to 93% as longitude increases across Texas, with a naïve occupancy of 63% throughout the state. Elevation and latitude were not significant. We will incorporate landscape data into future dynamic and multi-species occupancy models to further examine the critical regions and habitat needed to manage and conserve species at risk from",poster,NA
98,98,Native Grassland Restoration in the Edwards Plateau Ecological Region of Texas,"Developing successful restoration techniques for native plant communities in disturbed landscapes is critical for conservation of rapidly-changing biomes globally. Restoring native grasslands is desired because grasslands have experienced great declines in their historic distribution worldwide. Although region-specific restoration techniques exist throughout the North American Great Plains, there has been limited research in the Edwards Plateau Ecological Region of Texas, where semi-arid rangelands have experienced decades of degradation and loss of native herbaceous vegetation communities. In this research, combinations of commonly used restoration techniques were tested to assess their efficacy for restoring native grassland vegetation in retired agricultural fields in Menard County, Texas, USA. Seventy-two 0.04 ha experimental units were randomly assigned one of two site preparation treatments (disking or control), one of three native seed mix treatments (high diversity [27 species], low diversity [9 species], or control), and one of two herbicide application treatments (glyphosate [Roundup PowerMAX® II Herbicide applied at 1.68 kg active ingredient/ha] or control) using a split-splitplot arrangement of factors. Experimental units were monitored in permanent quadrats where plant species composition and density were measured during the spring and fall seasons for two years (2021-2022). Eighteen seeded species were recorded during the first three sampling periods. Current data suggest the addition of either native seed mix has not increased seeded species density (0.49 plants/0.25 m2) beyond what the seed bank offered in the controls (0.50 plants/0.25 m2). This study aimed to provide region-specific restoration methodology recommendations for disturbed lands in the Edwards Plateau Ecological Region of Texas.",poster,NA
99,99,Species-specific Patterns of Consumption of Oral Rabies Vaccine Baits in the South,"Oral Rabies Vaccine (ORV) baits have been aerially dropped along the US-Mexico border since 1995 for canine rabies. However, there is little information on the fate of baits when they are on the landscape. Our goal is to determine what species are consuming with ORV baits in the South Texas Plains. We used ArcGIS to generate eight 1 km2 grids with 18 camera trap sites in each grid. We hand applied one bait per camera trap for two grids during each application trip. We collected camera data from 144 different sites for four consecutive weeks during each of the four calendar seasons on the East Foundation’s San Antonio Viejo Ranch. We will determine species-specific consumption of ORV baits, and how other factors, such as season may affect consumption patterns. We will generate competing a set of competing models and use Akaike’s Information Criterion (AIC) to determine which model best explains specific-specific patterns of bait use among those considered. We will evaluate how temperature, distance to water, season, and species impacts ORV bait consumption. We will then run an analysis of variance to determine if the relationship between the variables is significant. We predict that species and season will affect ORV bait consumption. The results from this study will help better inform ORV management practices for future ORV aerial drops.",poster,NA
100,100,Composition of the mammalian community at the Stephen F. Austin Experimental,"Camera trap surveys have been used extensively for inventorying wildlife and are particularly valuable for long-term monitoring. Our goal is to assess the temporal dynamics of a mammalian community under the influence of changing management applications. The Stephen F. Austin Experimental Forest, located in the Pineywoods ecoregion of Texas, is used for silvicultural and wildlife research. Management of the Experimental Forest has incorporated treatments, such as thinning and prescribed fire, but these treatments have been applied infrequently. Future management applications include a timber harvest and a more frequent fire return interval. We collected camera trap data on the mammalian community during the fall of 2019 to 2022. Twenty-two trail cameras were installed at intervals ≥ 200 meters and were deployed for ~19 days to accumulate no fewer than 400 trap nights. These data were utilized to evaluate the community dynamics, including the effective number of species, rank abundance curves, and species composition. Species diversity was similar across years. Those species observed yearly included the white-tailed deer (Odocoileus virginianus), raccoon (Procyon lotor), wild pig (Sus scrofa), nine-banded armadillo (Dasypus novemcinctus), coyote (Canis latrans), eastern gray squirrel (Sciurus carolinensis), and Virginia opossum (Didelphis virginiana). Based on additional statistical analyses, our results will serve as the baseline of the mammalian community and will allow us to observe any trends or shifts in the community dynamics with changing management applications. Testing different treatments of forest management allows us to provide quality information that is useful for decision-making plans.",poster,NA
101,101,Rangewide Genetic Diversity of the Greater Prairie-Chicken (Tympanuchus cupido),"Genetic diversity is important to the health of wildlife populations but is being lost for many species due to declines in the number of individuals and loss of connectivity. The Greater Prairie-Chicken (Tympanuchus cupido) is a lek-mating grouse whose population and range have contracted greatly since the beginning of the 20th century due to agriculture and other anthropogenic land uses. In collaboration with several state and federal agencies we collected lek feathers and tissue from across four states for use in an analysis of range-wide genetic diversity and population structure using microsatellite loci. We found that genetic diversity across the range remains relatively high (HE=0.832 versus HO=0.698). In addition, we found moderate evidence of genetic structure linked to each state. Future landscape genetic analysis will expand the number of loci used and link observed population structure to landscape attributes to support management.",poster,NA
102,102,Evaluating the Effectiveness of Redesigned Wildlife Exits Along a South Texas,"Roadside exclusion fencing is commonly used to mitigate wildlife road mortalities as well as property damages caused by wildlife-vehicle collisions. A potentially lethal effect of exclusion fencing is that animals may become trapped on the roadside of the fence and unable to leave the right-of-way. On State Highway 100 in Cameron County, Texas, Texas Department of Transportation (TxDOT) modified segments of fencing to install ten wildlife exits as a solution that would allow animals to escape the roadway by exiting through a modified opening in the fence. However, in the initial design, some individuals learned to use the wildlife exits in reverse to enter the roadway within a year. In this study, a new design of wildlife exit was implemented, with narrower openings, a steep ramp and a clear plastic one-way door. The objectives of this study were to: 1) compare the effectiveness of the two new designs, 2) compare the effectiveness of the new designs to the old design, and 3) compare the percentages of animals that escape the roadway using the wildlife exits by study period. These new wildlife exits were monitored using camera traps, including a video camera attached to an infrared trip wire sensor to capture wildlife interactions with the new wildlife exits. Effectiveness of designs were compared using t-tests and an analysis of variance was used to compare overall use of the wildlife exits by study period. This study will provide insights into wildlife use of exits and help to guide future designs.",poster,NA
103,103,A Comparison of Avian Sampling Methodologies: Is Species Richness Accurately,"Different avian sampling methods obtain biases, which act as filters, such as the ability to capture aural species over cryptic species. Therefore, the need for choosing a suitable sampling method or set of methods, in terms of efficiency and cost-effectiveness, is essential. The ability to choose a suitable sampling method is critical to obtaining accurate community and population data, whilst considering the project objectives, budget, and personnel. Utilizing the Monitoring Avian Productivity and Survivorship (MAPS) protocol, mist-netting, and point count survey data, we compared the effectiveness of each sampling method in detecting a complete avian community, with consideration of implications for monitoring programs, allocation of limited resources, and time to detection. Our study site is a riparian deciduous woodland along the Aransas River, on the Welder Wildlife Refuge, located in the Central Flyway migration corridor. Interpolation and extrapolation (iNEXT) analysis (0D) revealed variation in species diversity for each sampling method. MAPS observed the largest species diversity, whereas mistnets observed the least amount. However, point count surveys observed the largest number of individuals. We found significant differences (PERMANOVA, Pseudo-F=(2,26); p=0.001*) in community composition between methodologies. A total of 62 species were detected: 3 unique species observed through MAPS, and 8 unique species observed through point counts; 16 species observed through MAPS but not captured; 21 species observed through MAPS and point counts but not captured in nets; and 14 species observed through all methods. Depending on project goals and resources, a combination of methodologies would best capture a complete avian community.",poster,NA
104,104,Forecasting Spatial Abundance of Northern Bobwhite in South Texas Using Roadside,"Northern bobwhite (Colinus virginianus) is a popular game bird experiencing population declines. Given that bobwhites are subject to harvest, having reliable measures of population abundance is important for proper management and conservation of the species. Currently, many landowners rely on general population trends at the regional level or on local, anecdotal observations to assess the quality of the upcoming hunting season and plan harvest. The purpose of our research is to develop a more precise and finer-scale estimate of bobwhite relative abundance that may be used by landowners to help forecast the quail season at a regional extent in south Texas. Specifically, our objectives are to quantify the relationship between bobwhite relative abundance, landscape characteristics, and rainfall to annually develop a spatial map of bobwhite relative abundance. We conducted quail roadside surveys during August– September 2022 across 13 sites in south Texas and quantified landscape composition and structure (percent cover of rangeland, urban, water, other; mean rangeland patch size, mean Euclidean distance) and rainfall within a 25-km buffer of each route. We used linear regression to evaluate the influence of landscape characteristics and rainfall on bobwhite relative abundance and used this relationship to develop a spatial map of bobwhite relative abundance. Such a predictive map of bobwhite abundance can be a helpful tool to annually assist landowners in forecasting the upcoming hunting season and better plan harvest.",poster,NA
