"talk_id","title","abstract","type","session"
100,"Coyote Population Dynamics and Food Habits in the Mojave Desert Region","Since the mid-1900s, coyotes (Canis latrans) have expanded their geographic range throughout North America, due in part to anthropogenic influences. Human subsidized food resources and man-made green spaces have brought coyotes into the urban interface, creating more human-coyote conflicts. The Marine Corps Air Ground Combat Center (MCAGCC) in Twentynine Palms, California has substantial residential zones, and densely populated barracks, where human-coyote conflicts regularly occur. Beyond these human-coyote issues, MCAGCC is also intensely involved with the management and recovery of the threatened, Agassiz’s desert tortoise (Gopherus agassizii), an iconic species of the Mojave Desert. In this drought susceptible region, mammalian predators frequently resort to secondary food items. Tortoise depredation by canids, most likely coyotes, continues to present wildlife-wildlife conflicts, but very few diet analyses have quantified the frequency of tortoise parts in coyote diets. Similarly, no reliable coyote population estimates exist for MCAGCC, but these estimates are crucial for developing management actions for tortoises and coyotes. In 2021, we collected > 2500 canid scat samples at MCAGCC for use in non-invasive DNA sampling to (a) develop spatially explicit mark- recapture population models using mitochondrial cytochrome-b gene amplification, and (b) analyze food habits, using traditional and molecular techniques. This research will inform us of coyote population size and connectivity, as well as their impacts upon tortoises - both of which will be useful for human and coyote management at and outside of MCAGCC. Effect of Estimated Fecal Age and Sample Storage Techniques on Coyote DNA Amplification in The Mojave Desert Region Andrew T. Dotray, Texas Tech University, Lubbock, TX, USA Danielle C. Deming, Texas Tech University, Lubbock, TX, USA Brian T. Henen, Marine Corps Air Ground Combat Center, Twentynine Palms, CA, USA Robert D. Bradley, Texas Tech University, Lubbock, TX, USA Emily A. Wright, Texas Tech University, Lubbock, TX, USA Warren C. Conway, Texas Tech University, Lubbock, TX, USA Abstract: Coyote (Canis latrans) ecology is poorly understood in portions of the Mojave Desert, where they coexist and prey upon the threatened Agassiz’s desert tortoise (Gopherus agassizii). In the Twentynine Palms region of the Mojave Desert, coyote population size, connectivity, and dynamics are poorly known, but are important relative to their potential impact on desert tortoise recovery in the region. With the advent of non- invasive genetic techniques, population dynamics can be readily assessed using fecal DNA, which is extracted from epithelial cells on the exterior of their feces. However, fecal DNA extraction and amplification success is highly variable in other coyote studies, likely due to epithelial cell degradation prior to collection. Little work has examined the influence of fecal age and storage technique relative to DNA extraction, amplification, and sequencing success. During 2021, we collected > 2500 fecal samples and divided each in half, where one half was stored frozen and the other half was stored at room temperature. Prior to storage, each sample was aged: as ‘fresh’ (< 1 week old); ‘medium’ (1-3 weeks old), and ‘old’ (> 3 weeks old). To date, DNA has been extracted from >150 fecal samples, and preliminary results show that fresher samples that are stored frozen produce better quality nucleic acids, in turn better chance for successful DNA amplification. As protocols are optimized, this research will prove valuable for developing non-invasively sampled DNA libraries for future spatially explicit mark-recapture population models for coyotes in the region.","poster","Poster Session I"
78,"Habitat Characteristics of Plains Spotted Skunks on a South Texas Rangeland","Although they were once a common furbearer species, eastern spotted skunks (Spilogale putorius) have experienced population declines throughout large portions of its historic range. The species is now considered a species of conservation concern in many states where it occurs. The plains spotted skunk subspecies (S. p. interrupta) is currently being considered for federal listing under the Endangered Species Act. Recent research on the current distribution of spotted skunks largely omits areas of South Texas due to a lack of recent records from this area. In 2020, spotted skunks were detected as incidental captures in herpetofaunal arrays at the Welder Wildlife Refuge in Sinton, Texas. Therefore, we included spotted skunks as a part of ongoing research evaluating the effects of invasive vegetation on mammal community composition and species occupancy at the site. During July 2021, we established 24 remote camera stations spaced approximately 1 km apart across the property that will be continuously monitored for the next three years. Since July 2021, we have observed 20 unique detections (>24 hours apart) of spotted skunks at 5 camera trap locations. Generally, camera traps with spotted skunk detections contained dense understories of herbaceous and woody vegetation and canopies of honey mesquite (Prosopis glandulosa) and huisache (Vachellia faresiana). These results indicate that spotted skunk populations are still present in South Texas and rangelands can provide habitat structure for the species. More research is needed to determine the distribution and spatial connectivity of this species in South Texas.","poster","Poster Session I"
122,"Influence of Prescribed Burns on Vegetation in the Edwards Plateau","Historically, fires were set to grassland prairies to increase forage for game species. Today, prescribed burns are used in a similar fashion to regenerate the landscape by promoting native grasses and reducing woody species encroachment. In the Edwards Plateau ecoregion of Texas at the Kerr Wildlife Management Area (WMA), in Kerr County, prescribed burns have been regenerating vegetation since 1978. With any prescribed burn, vegetation frequency, density, and species composition differ from the untouched and surrounding areas. The objective of this study is to evaluate changes in the vegetation of pastures located on the Kerr WMA before and after prescribed burns. Texas Parks and Wildlife Department employees conducted Daubenmire frame surveys for grasses, forbs, and woody species <1.5 m in height at 21 points along a 100-m transect in pastures from 2013-2021. We calculated species frequency of occurrence, percent cover, and species composition of 3 randomly selected pastures across the WMA. We chose live oak (Quercus virginiana) and the top 3 occurring species for grasses and forbs in the selected transects and will conduct an analysis of variance to determine the change for each species occurrence and percent cover after 1 treatment of cool season prescribed fire. Once completed, the Kerr WMA will use this information to help reevaluate long term goals in their prescribed burn plan as well as to inform landowners in the Edwards Plateau of the influence that prescribed burns may have on vegetation and the benefits it has on the landscape. An Assessment of Prescribed Grazing for Lesser Prairie-chickens On Beef Herd Health and Productivity Lily Evans, Texas Tech University, Lubbock, TX, USA Michael Whitson, Texas Tech University, Lubbock, TX, USA Carlos Villalobos, Texas Tech University, Lubbock, TX, USA Darren Hudson, Texas Tech University, Lubbock, TX, USA Christian Hagen, Oregon State University, Corvallis, OR, USA Blake Grisham, Texas Tech University, Lubbock, TX, USA Abstract: The Sand Shinnery Oak (Quercus havardii) Prairie Ecoregion population of lesser prairie-chicken (Tympanuchus pallidicinctus; LEPC) has recently been proposed for listing as endangered. Anthropogenic activities such as row-crop agricultural expansion, continuous domestic livestock grazing regimes, and fire suppression have reduced historic disturbance regimes and contributed to severe declines in lesser prairie-chicken occupied range and populations. In New Mexico, an Area of Critical Environmental Concern has been established and is managed by the Bureau of Land Management under their multi-use initiative. Management focuses on providing habitats that meet LEPC annual lifecycle requirements while also providing opportunities for anthropogenic use, such as hunting and cattle grazing. The use of grazing regimes to create vegetation community mosaics is supported in literature and can serve as a viable tool for land managers to create and improve habitats for LEPC populations. Research quantifying productivity and health of cattle herds used for LEPC habitat management is lacking. We used store-on-board Global Positioning System (GPS) collars to monitor daily cattle movements that will be used to estimate cattle home ranges and core use areas by season and pasture, quantify habitat use in relation to water sources and topography, and estimate habitat use overlap with LEPCs. Additionally, quantification of herbaceous biomass, vegetative community response, vegetation nutrient content, cattle fecal nutrient deposition, and pregnancy and calving rates will be used to further evaluate cattle herd health and production in conjunction with LEPC habitat management.","poster","Poster Session I"
96,"Spatial Ecology and Habitat Use of the Texas Alligator Lizard","Texas Alligator Lizards, Gerrhonotus infernalis, continue to be a secretive and relatively understudied species. Due to their cryptic nature and status as a species of least concern, little effort has been made to describe the ecology and life history traits of this species in their natural habitat. Only one study to date has attempted to describe the ecological aspects of Texas Alligator Lizards, and no field research on this species has been conducted in Texas. This study aims to better describe this species ecology by collecting data on their behavior, spatial ecology, and habitat use on a seasonal basis at Selah, Bamberger Ranch Preserve, Blanco County, Texas. To date, we have captured and attempted to radio track 43 lizards (32 adults and 11 sub-adults) resulting in 7 months of overlapping data on movement activities and habitat usage. Here, we present preliminary results on temporal changes in their spatial ecology and habitat use in response to seasonal and behavioral cues, specifically for the Summer and Fall 2021 seasons. The resulting long-term data from this study will provide a necessary baseline study for Texas Hill Country populations and help us understand how stressors such as urbanization, collection (scientific or hobby), or ranch management practices may affect Texas Alligator Lizard populations. Evaluation of Unmanned Aerial Vehicles (UAV) to Quantify Wild Pig Damage to Corn Bethany Friesenhahn, Texas A&M University Kingsville, KINGSVILLE, TX, USA Lori D. Massey, Texas A&M University Kingsville, Kingsville, TX, USA Randy W. DeYoung, Texas A&M University Kingsville, KINGSVILLE, TX, USA Michael J. Cherry, Texas A&M University Kingsville, Kingsville, TX, USA Justin W. Fischer, USDA, Animal Plant and Health Inspection Service, Wildlife Services, National Wildlife Research Center, Fort Collins, CO, USA Nathan P. Snow, USDA, Animal Plant and Health Inspection Service, Wildlife Services, National Wildlife Research Center, Fort Collins, CO, USA Kurt C. VerCauteren, USDA, Animal Plant and Health Inspection Service, Wildlife Services, National Wildlife Research Center, Fort Collins, Colorado, United States Humberto L. Perotto-Baldivieso, Texas A&M University Kingsville, KINGSVILLE, TX, USA Abstract: Presently, there's an estimated 6.9 million wild pigs (Sus scrofa) in the USA, causing about $1.5 billion in damage to agriculture and the environment annually. There's a need for standardized monitoring of wild pig damage and methods to accurately estimate economic costs of damage to agriculture. The objective of this study was to integrate Unmanned Aerial Vehicles (UAV), harvest data, and crop phenology to quantify pig damage in corn fields. We used UAVs to monitor corn fields at different growth stages in Delta County, Texas, USA during 2019-2020. We flew 36 UAV missions and successfully classified 28 orthomosaics by manually digitizing and fully automated machine learning. We compared damage estimates from UAV imagery to those derived from ground-based transects. Finally, we compared damaged areas of fields to harvest yield maps to determine yield loss. All classified UAV orthomosaics had >80% overall accuracy, showing the capabilities of UAVs in detection and quantification of pig damage. We found ground surveys underestimated total amount of damage throughout the field by 38.6% when comparing to damage classified from 100% UAV field coverage. We observed pig damage in up to 9.2% of a field, with most damage in latter growth stages. Pig damage resulted in a mean loss of 3,416 kg of corn/ha, at a cost to producers of up to $48.24 per ha. The use of UAV monitoring will allow farmers, landowners, and agencies to accurately assess crop damage, estimate yield loss due to pigs, and ultimately determine the cost-benefit ratio of management actions. Temporal Resource Partitioning of Aoudad, Desert Bighorn Sheep, And Mule Deer in The Trans- pecos Region, Texas Olivia C. Gray, Borderlands Research Institute, Sul Ross State University, Alpine, TX, USA Justin T. French, Borderlands Research Institute, Sul Ross State University, Alpine, TX, USA Carlos E. Gonzalez, Borderlands Research Institute, Sul Ross State University, Alpine, TX, USA Louis A. Harveson, Borderlands Research Institute, Sul Ross State University, Alpine, TX, USA Froylan Hernandez, Texas Parks and Wildlife Department, Alpine, TX, USA Shawn Gray, Texas Parks and Wildlife Department, Alpine, TX, USA Abstract: Desert bighorn sheep (Ovis canadensis), mule deer (Odocoileus hemionus), and exotic aoudad (Ammotragus lervia) inhabit the mountainous regions of the Trans Pecos. Biologists are concerned about resource competition in co-occupied landscapes, specifically between non-native aoudad and Texas’ native ungulates. Arid regions like the Chihuahuan Desert receive little, highly seasonal rainfall, limiting the availability of water and vegetation resources. Ungulates use resources differently depending on seasonal activities (rutting, breeding, lambing, etc.). Limited resources, paired with cycles of ungulate use, may indicate temporal partitioning of resources among these three ungulate species. By examining these cycles through time, we will determine changes in resource importance and how ungulates may partition their use. Texas Parks and Wildlife Department deployed collars on 45 desert bighorn sheep (21 male, 24 female), 59 mule deer (34 male, 25 female, and 41 aoudad (33 male, 8 female) in the Van Horn Mountains from 2019 to 2020. We utilized data from these collars to inspect cyclic patterns in resource use of each species through time using autocorrelation surfaces. We examined cycles in distance to known water sources, percent shrub cover, ruggedness, and escape terrain. Preliminary results show daily cycles using rugged terrain in all ungulate species, with a seasonal shift during spring months in mule deer and aoudad. These results suggest that ungulates’ use of crucial habitats varies on daily and seasonal scales, providing an opportunity for temporal niche partitioning. Utilizing Individual Identification to Evaluate Usage of Bobcats at Wildlife Exits on A South Texas Highway Victoria Hanley, University of Texas Rio Grande Valley, Brownsville, TX, USA Zarina Sheikh, University of Texas Rio Grande Valley, Brownsville, TX, USA John H. Young, Texas Department of Transportation, Austin, TX, USA Richard J. Kline, University of Texas Rio Grande Valley, Brownsville, TX, USA Abstract: Highways in the Lower Rio Grande Valley of Texas fragment the landscape, resulting in wildlife road mortalities, including for the federally endangered US ocelot (Leopardus pardalis). In response to ocelot-vehicle collisions, the Texas Department of Transportation (TxDOT) installed exclusion fencing along State Highway 100 (SH 100) in Cameron County, Texas. In addition, TxDOT installed ten wildlife exits with funnel-like structures to allow felids to safely exit the roadway. Due to the small population size of Texas ocelots, bobcats (Lynx rufus) are often used as a surrogate species. After 14 months, 43% of bobcats remaining in the right of way used a wildlife exit, and four exits had been used in the unintended direction of habitat to road, but it was unclear how many individuals this represented. This study uses individual identification of bobcats to determine the usage of wildlife exits, as well as evaluate the frequency of risky behaviors of individual bobcats using the exits to enter the roadway. It is important to identify bobcats to individual to determine how many may be using the mitigation structures successfully and to evaluate the frequency of risky behaviors of bobcats that cause them to enter the roadway. Transformational Wildlife Funding-Recovering America's Wildlife Act Richard Heilbrun, Texas Parks and Wildlife, San Antonio, TX, USA Abstract: Transformational wildlife funding was last seen in 1937 with the Wildlife Restoration Act (Pittman- Robertson Act). The Recovering America's Wildlife Act (HR 2773; S 2372) now before Congress would bring more than $50 million to Texas annually. Passage of this bill would provide permanent, dedicated funding to restore sensitive fish and wildlife populations, create and enhance educational programs, and improve nature- based outdoor recreation. The bill is supported by a national alliance of conservation and business groups. This presentation will include details of the funding, the organizations and networks that support and don’t support the bill, and how TCTWS, your organization, and biologists can support this national and state-wide initiative, regardless of your employer. Even in “today’s politically charged” environment, this effort is getting bipartisan support in Congress. Whatever your interests, be a part of the solution and this historic legislation. Using Large Ungulates as Sentinels to Predict Present and Future Distribution of Cattle Fever Ticks in Texas Ashley Gray Hodge, Texas A&M University-Kingsville, Kingsville, TX, USA Jeremy A. Baumgardt, Texas A&M University-Kingsville, Kingsville, TX, USA Randy W. DeYoung, Texas A&M University-Kingsville, Kingsville, TX, USA Michael J. Cherry, Texas A&M University-Kingsville, Kingsville, TX, USA Aaron M. Foley, Texas A&M University-Kingsville, Kingsville, TX, USA David G. Hewitt, Texas A&M University-Kingsville, Kingsville, TX, USA John A. Goolsby, USDA-ARS, Kerrville, TX, USA Kim H. Lohmeyer, USDA-ARS, Kerrville, TX, USA Abstract: Cattle fever ticks were introduced into the Americas in the early 1500’s by Spanish settlers. The ticks quickly spread throughout both North and South America. These one-host ticks can carry a deadly Babesia parasite that can be fatal in up to 90% of naïve cattle. It can also cause a reduction in meat and milk production, weight loss, and abortion. Fever ticks were eradicated from the US in the 1940’s, but remain endemic in Mexico. Although the fever tick prefers a bovid host, they can use several alternative wildlife hosts, including white-tailed deer. We captured deer in a high-density population surrounding Falcon Lake near Zapata, Texas. The site is located along the US-Mexico border, inside a permanent quarantine zone established to prevent re-emergence of the tick in the US. We fitted 100 deer with GPS collars that collected hourly fixes and removed 298 females from the area to reduce density of host animals; we recorded capture locations and tick loads from all deer. We are using ecological niche models to understand how local site characteristics are associated with abundance of ticks. Home ranges of infested deer will serve as occurrence data, and covariates will include landscape metrics such as ecological site description, land cover, precipitation, distance to Ivermectin feeders maintained to treat deer, temperature, and pasture treatments for cattle. The outputs will further inform us on environmental variables important to ticks at a macro scale, and highlight areas that may be impacted by future northward range expansions of the tick.","poster","Poster Session I"
131,"Population Density and Breeding Success of American Kestrels in Erath County","Ever since the DDT scare of the 1960s-1970s, American Kestrels (Falco sparverius) have been on scientists’ watch lists due to population declines. This study will occur in Erath County, Texas in the Cross Timbers ecoregion. The objectives of this study are to determine the density of kestrels in the county during the breeding season, determine the optimal locations for nest boxes, examine breeding success, and examine competition for use of nest boxes. In spring 2022, we will conduct weekly roadside population surveys of American Kestrels in and around Erath County to estimate density and identify potential breeding locations. In the fall of 2022 and the spring semester of 2023, we will set up nest boxes in areas predicted to be used by breeding kestrels to monitor breeding success and possible use by competing species. This study will help identify possible threats to kestrel breeding populations in Erath County. Broad-scale Population Trend for The California Quail in California: Inferences from A Cycling Population Sarah Jacobson, Texas A&M University - Kingsville, Kingsville, TX, USA Leonard Brennan, Texas A&M University - Kingsville, Kingsville, TX, USA Humberto Perotto-Baldivieso, Texas A&M University - Kingsville, Kingsville, TX, USA Evan Tanner, Texas A&M University - Kingsville, Kingsville, TX, USA Katherine Miller, California Department of Fish and Wildlife, Sacramento, CA, USA Abstract: The California quail (Callipepla californica) is an important upland gamebird for the Pacific region of the United States. During the past half century, large regions in California have become increasingly fragmented and degraded as a result of urban development, altered forest and rangeland management, and large-scale agriculture. These and other factors could threaten the persistence of California quail in some areas. Our goal was to determine the long-term population trend of the California quail at the state extent for California. We used data from the North American Breeding Bird Survey (1968-2019) to create relative abundance maps and developed 5- year-averages to account for annual variability in abundance. We then established 50 spatially balanced random points to calculate mean birds/route from 1970-2017. The California quail population displayed a clear cycle- driven pattern over time, with a small peak in the early 1980s and larger peaks in the mid-1990s and late 2000s. Fitting a time series autocorrelation function indicated that the California quail population was stationary with an endogenously generated periodicity. Possible explanations include broad-scale responses to climatic patterns, especially widespread drought, and a combination of increasing and decreasing populations at local scales. Currently we are identifying areas with declining and increasing populations and will compare road density, human population density, and land use between them. The information gathered from this study will provide a quantitative basis for wildlife biologists and stakeholders to prioritize areas for quail population and habitat conservation on a state-wide basis for California. Song Diversity of Bachman’S Sparrows in East Texas Kasey L. Jobe, Stephen F. Austin State University, Nacogdoches, Texas, United States Abstract: Birds rely heavily on vocalizations to communicate within their. Bachman's Sparrows (Peucaea aestivalis) exhibit large song repertoires in the eastern portion of their range. However, categorization of the song repertoires from the western subspecies has not been well documented. We sought to qualify the song repertoire and investigate the frequency of song type use in Bachman’s Sparrow in East Texas. We identified and quantified song types from five sites passively monitored with automated sound recorders from February to August 2020 (n = 5 days per month).[SDF1] . We used chi-square to determine if frequency of song type differed from what would be expected by chance. Across our sampling period, we transcribed 5,127 Bachman’s Sparrow songs and classified them into 6 different song types. Three song types were used significantly more than expected by chance (overall frequency of occurrence: 28%, 21%, and 20%). The most frequently used song types were similar in their structure and had high frequencies with long trills. A diversity of song types that span the spectrum of acoustic space may enhance opportunities for these signals to be received by potential mates and competitors while minimizing acoustic interference with conspecifics and heterospecifics. The most frequently used songs may be most effective at conveying these signals, but the ecological contexts in which these song types are used need to be examined further.","poster","Poster Session I"
67,"Northern Bobwhite Response to Habitat Restoration in Eastern Texas","Northern bobwhite (Colinus virginianus; bobwhite) once occupied a large portion of the Piney Woods ecoregion of Texas. After decades of land use changes and fire suppression, habitat has become fragmented and bobwhite have all but been extirpated from the region. During 2020, we initiated habitat restoration on a private property in Polk County, TX, USA with a goal of restoring 3,440 ha of bobwhite habitat. Initial timber volume was 21.9 m2 / ha in May 2021. Timber thinning is ongoing and expected to be complete by December 2023; target basal area is 9 m2 / ha. Our objectives are to document bobwhite response over time using a robust design occupancy model with a before-after-control-impact approach to evaluate habitat and management factors associated with occupancy, colonization, and extirpation. We completed surveys (n = 98) for the first primary session during 15 May - 15 June 2021 at 14 sites to document initial occupancy; no bobwhite were detected during surveys. Translocation will be used to restore the northern bobwhite population to this fragmented landscape because bobwhite have not responded to habitat management efforts. The results from this study will be used to inform future northern bobwhite restoration efforts in the Piney Woods ecoregion of Texas.","poster","Poster Session I"
124,"Bobwhite Response to Cattle Grazing in South Texas","Range management practices to improve habitat for wildlife by reducing brush and increasing herbaceous plants, coupled with reduced stocking rates, can lead to dense stands of dominant grasses, such as Four-flower Trichloris (Trichloris pluriflora). This monoculture of Four-flower Trichloris creates dense unsuitable vegetation for Northern Bobwhite quail (Colinus virginianus). The objectives of this study are to evaluate the use of a proper cattle grazing regime to maintain or improve bobwhite habitat, as well as develop a management guide documenting how cattle grazing can be used as a tool to reduce the density and cover of dominant grasses. The study area is composed of two pastures, totaling about 2,500 hectares, in Duval County, Texas. One pasture will serve as the control while the other will be grazed to maintain a stubble height between 30 and 40 centimeters (optimal for bobwhite habitat) as needed. We placed 10 grazing exclosures as well as 10 (25 meter) transects within each treatment to determine botanical composition and cover. Double sampling is completed monthly to determine forage standing crop, and percent cover is also recorded along each transect at each meter. We have also completed an aerial survey of the study area and the results indicate that quail density on the grazed pasture is roughly 60% higher compared to the non-grazed. The results so far are preliminary however it has the potential to shed light on how bobwhites respond to proper cattle grazing which in turn may be used for managing their habitat across South Texas.","poster","Poster Session I"
110,"Assessment Of Environmental Contaminants in Obligate Avian Scavengers","Obligate scavengers such as turkey vultures (Cathartes aura) and black vultures (Coragyps atratus) can be indicators of contaminants present in the environment. This is primarily due to their functional dietary role, which may facilitate intraspecific exposure to diseases and environmental toxicants. Moreover, migratory behavior can lead to increased exposure of these contaminants, thus leading to the potential for spatially dynamic exposure frequencies. Our objective was to determine the contaminants present in both species of vultures within the southern region of the Central Migratory Flyway, as well as the antibiotic susceptibility of the bacteria found within individuals. Vultures were captured in March and November, 2021, and cloacal swabs and blood samples were taken from individuals to monitor fungal/bacterial organisms and lead levels in birds, respectively. Many potentially pathogenic bacteria were found in high frequencies of the vultures. Escherichia coli was present in 100% of the black vultures captured in March, while Salmonella sp. were found in 60%. Chlamydia was found in 36% of birds tested in November, while Trichosporon asahii was found in 6%. Analysis of antibiotic resistance indicated that the Salmonella strain present was resistant to many of the tested antibiotics. Blood lead levels varied from below 3.4 micrograms per deciliter to over 56.6 micrograms per deciliter. Our research illustrates the potential zoonotic pathogens and anthropogenic lead toxicants that exist within this important migratory flyway. Given that these species are obligate scavengers, our results may be indicative of broader contaminants that are exposed to wildlife communities within this system.","poster","Poster Session I"
107,"Reaction of Nilgai to Motion Activated Sprayer Systems for Cattle Fever Tick Management","Domestic livestock are often exposed to pathogens and diseases by wildlife. Nilgai antelope (Boselaphus tragocamelus) are an exotic, free-ranging ungulate in South Texas. Nilgai are a competent host of cattle fever ticks (CFT; Rhipicephalus (=Boophilus) microplus and R. (B.) annulatus) that can carry Babesia parasites, the cause of bovine babesiosis, a disease detrimental to livestock. There are no viable methods to target nilgai for CFT treatment. The USDA-ARS created a motion-activated sprayer system to spray nilgai with a solution containing entomopathogenic nematodes. The sprayer systems were set up at fence crossing locations as nilgai use gaps in fences to move throughout South Texas. The goals of this study were to 1) determine if nilgai avoided the areas with sprayers, and 2) determine if the presence of sprayers affected how fast a nilgai crossed the fence. The sprayers were deployed in February 2019 and removed from the field in October 2019. We recorded the frequency of nilgai at fence crossings with (4 weeks prior to removal) and without (4 weeks after removal) the sprayers. We also calculated how long nilgai spent around the sprayers prior to crossing. Preliminary results suggest that nilgai appeared at fence crossings more often when there was no sprayer present. Factors that might have influenced the change in crossing behavior are the frequency of human activity at the sprayer sites and time of the year. Sprayer systems may require time for nilgai to become accustomed to their presence to be an effective treatment for CFT on nilgai. Monitoring the Effectiveness of Redesigned Wildlife Exits Along a South Texas Highway Jamie Langbein, University of Texas Rio Grande Valley, Brownsville, TX, USA Kevin Ryer, University of Texas Rio Grande Valley, Brownsville, TX, USA John Young Jr., Texas Department of Transportation, Austin, TX, USA Richard Kline, University of Texas Rio Grande Valley, Brownsville, TX, USA Abstract: Roadside exclusion fencing is commonly used to mitigate wildlife road mortalities as well as property damages caused by wildlife-vehicle collisions. A potentially lethal effect of exclusion fencing is that animals may become trapped on the roadside of the fence and unable to leave the right-of-way. On State Highway 100 in Cameron County, Texas, TxDOT modified segments of fencing to install ten wildlife exits as a solution that would allow animals to escape the roadway by exiting through a modified opening in the fence. However, in the initial design, some individuals learned to use the wildlife exits in reverse to enter the roadway within a year. In this study, a new design of wildlife exit was implemented, with narrower openings, a steep ramp and a clear plastic one-way door. These new wildlife exits will be monitored using camera traps as well as a video camera attached to an infrared trip wire sensor to capture wildlife interactions with the new wildlife exits. Preliminary data will provide insights into wildlife responses to a novel road mitigation structure and help shape any future modifications needed to provide animals with a safe, accessible way to exit dangerous roadside habitat.","poster","Poster Session I"
106,"Arthropod Biodiversity in Response to Juniper Removal Within Riparian Buffers","Riparian ecosystems are declining globally due to increased anthropogenic and ecological pressures, including the encroachment of woody vegetation such as Ashe juniper (Juniperus ashei). Presence of Ashe juniper influences inter- and intracommunity dynamics by suppressing understory growth and outcompeting other native herbaceous and woody vegetation, thus affecting arthropod biodiversity. Arthropod communities play a critical role in the environment for their ability to promote or disrupt ecological processes through mechanisms like herbivory, decomposition, pollination, parasitism, or as food sources to other wildlife. Our objectives are to 1) survey arthropod community richness and diversity in response to juniper removal along riparian corridors and 2) monitor for seasonal or structural variation in species using presence-absence data. We surveyed from May to July 2021 during peak arthropod production along intermittent and ephemeral streambeds on a 182-ha property adjacent to Palo Pinto Mountains State Park in Stephens County, TX. We sampled a total of 12 sites within riparian areas with 6 that underwent juniper removal and 6 left undisturbed. To maximize efficiency in sampling across arthropod communities, we use pitfall traps and vacuum sampling. We will compare species richness and focal-species occurrence between removed and undisturbed sites. Developing an understanding of arthropod community structure in response to juniper presence can aid in future research regarding habitat mitigation and restoration. Additionally, by evaluating the impact of juniper removal on arthropod productivity, adaptive management strategies can be implemented for other faunal communities.","poster","Poster Session I"
137,"Effect of Microclimate on Nest Selection and Nesting Success in the Black-crested Titmouse","Cavity nesting birds choose nest sites non-randomly based on many factors. Hypotheses to explain nest choice include 1) nest-hole orientation, which influences wind exposure; 2) solar radiation, which influences nest temperature; and 3) vegetation density surrounding a nest, which may influence access to food resources and may provide protection from predators. We study how nest-box features affect occupancy and nesting success in the Black-Crested Titmouse (Aves; Baeolophus atricristatus), a secondary cavity-nesting bird found in Texas, Oklahoma, and Mexico. 99 nest boxes were established approximately 30 km north of San Antonio. We recorded nest occupancy and measures of nesting success (number of eggs laid, number of eggs hatched, number of nestlings fledged) in 2019 and 2021. We estimated vegetation density by calculating Normalized Difference Vegetation Index (NDVI) within a radius of 10 meters around each nestbox using ArcMap (ERSI). NDVI analyzes light reflection from vegetation using satellite imagery. Solar radiation was calculated via Gap Light Analyzer (GLA) based on semi-hemispherical photos taken from above the nest using Google Street View. Each nest box was monitored via weekly checks from February to July. Analyses are ongoing. A finding of nonrandom distribution of nest box occupancy or nesting success would suggest that the Black-Crested Titmouse chooses nest boxes with ideal microclimate conditions or vegetative properties. Results will clarify which environmental factors affect reproductive success of this understudied species, and furthermore, will inform optimal placement of artificial nests.","poster","Poster Session I"
93,"Inventorying Woody Vegetation Using Remote Sensing Techniques in South Texas","Honey mesquite trees (Prosopis glandulosa) are commonly found in South Texas rangelands and are problematic due to their ability to spread rapidly. Mesquite trees left unmanaged tend to take over and crowd out more desirable vegetation that is important to maintain healthy rangelands, leading to an overall decrease in plant diversity that subsequently also lowers wildlife species diversity. Diversity of both plant and wildlife species is crucial for rangelands in order to prevent serious problems related to brush encroachment such as soil erosion, depleted soil nutrient content, and poor water infiltration. Our specific objectives were 1) Determine if we could use RGB imagery to detect different species of woody vegetation throughout the study site 2) Quantify the species composition across the study site. In this study we used UAV imagery of a 102-ha research facility, South Pasture, in Kleberg County to identify different woody species cover through supervised image classification. We used the regular RGB camera from the UAV along with GPS points collected in the field of different woody species. The ability to classify RGB imagery opens the field of vegetation sampling and inventorying to modern technology. This technique could provide managers with a better understanding of their property to create a management plan based off the species diversity or lack of diversity in an area. It could also increase efficiency spent in the field inventorying species. UAVs paired with GIS could possibly be the next field inventorying method to remotely identify woody vegetation of rangelands in South Texas.","poster","Poster Session I"
97,"Avian Community Dynamics Within a Riparian Corridor: A 12 Year Perspective","North American avifauna has declined nearly 30% due to habitat loss, climatic change, and unidentified factors. Temporal changes in species composition or declining bird populations are critical parameters to evaluate the maintenance of biodiversity. Assessing the temporal changes in bird communities in migratory zones is crucial. We aim to examine the long-term temporal dynamics of an avian community and to identify any observed population trends of the most abundant species. Our study site is located on the edge of the Central Migratory Flyway on the Welder Wildlife Foundation. Utilizing the Monitoring Avian Productivity and Survivorship (MAPS) protocol, we compared the community dynamics of birds from the Summers of 2007, 2008, 2009, and 2021. Specifically, we compared the species diversity, i.e., the effective number of species, the rank abundance curves, and the species composition among years. We found a similar species diversity over years. From the rank abundance curves we observed consistency over years of the most abundant species, Northern Cardinals (Cardinalis cardinalis), however, they exhibited a decrease in abundance. We also observed shifts in the second and third most abundant species in all sampled periods. Despite the similar species diversity and the relative consistency of the most abundant species, we found that the species composition of the community changed over the years. We emphasize that the changes of bird communities over years, with special concern with the declining of avian populations, can be the result of changes in habitat and/or environment conditions locally or regionally.","poster","Poster Session I"
