talk_id,title,abstract,type,session
101,White-Tailed Deer Spatial Ecology in an Agricultural Environment,"Throughout the United States, wildlife species are influenced by many agricultural
factors, including row-crop farming, which can affect prominent species such as white-tailed
deer. Fragmentation from cropland conversion can shift the spatial ecology of white-tailed deer,
thereby influencing life-history characteristics. Movement characteristics of white-tailed deer
vary over the species’ large geographic range; however, region-specific data is necessary for
effective management, especially in areas of dense cropland where species-specific information
is lacking. In the Rolling Plains of Texas, we GPS-collared ten (five female, five male) white-
tailed deer and monitored their movements from November 2014 to March 2017. The mean
home range size was 5.48 km2 (SD=2.91) via dynamic Brownian Bridge Movement models. On
average white-tailed deer spent a moderate (7.5% ± 3.2; x̅ ± SD) amount of time in agriculture
but this varied by sex. Females spent more time in agriculture (10.4% ± 4.0) than males (5.1% ±
3.9). January and February had the greatest mean cropland use (35.7% ± 13.5) while June and
July had the lowest cropland use (0.2% ± 13.5). Individuals generally remained <5 km from
cropland throughout the year (3,000 m ± 2,761), a distance white-tailed deer can easily traverse
multiple times a day. Females used areas closer to cropland (1,431 m ± 6,592) than males
(4,239 m ± 5,341). Our results illustrate that spatial and temporal shifts in movement
characteristics by white-tailed deer may be driven by row-crop farming in this region which could
modify spatial-habitat relationships that can be used to determine future management efforts.",poster,Student Poster Abstracts
102,An Assessment of Bird Building Collisions on the University of Texas at San Antonio’s Main Campus,"Bird-building collisions are a top cause of bird mortality in the United States (US).
Because San Antonio, Texas is located prominently in the Central Flyway, incidences of bird-
building collisions are anticipated to be high, especially during migration when the number of
birds is elevated. Despite these ideas, assessments of bird-building collisions in San Antonio
are limited. In response to this missing gap in knowledge, we recorded the presence of bird-
building collisions on the main campus of The University of Texas at San Antonio (UTSA) in
2019, and from January 2021 through December 2023 taking a semi-systematic approach with
emphasis on Spring and Fall migration. We documented 107 birds from 28 species of which the
majority (23 species) were migratory and five are currently considered Species of Greatest
Conservation Need (SGCN) in Texas. Nashville Warbler (Leiothlypis ruficapilla; 14), Orange-
crowned Warbler (Vermivora celata; 11), and Lincoln’s Sparrow (Melospiza lincolnii; 10) were
the most commonly detected species. In support of our prediction, the majority of collisions
occurred during migration (September and October - 71.96%; April - 11.21%). While bird
building collisions occurred throughout campus, two hotspots were revealed; we suggest that
trees nearby serving as roosts coupled with large windows may have elevated collisions at
these locations. Future research incorporating year-round, systematic surveys coupled with
analysis of landscape features will be used to evaluate these ideas. Results from this ongoing
study will be provided to UTSA to encourage adoption of mitigation methods that decrease bird-
building collisions on campus.",poster,Student Poster Abstracts
103,Estimating the Proportion of Northern Pintails Available to be Surveyed During the Annual North American Waterfowl Breeding Survey,"Different techniques to estimate animal population parameters can provide differing
and sometimes opposing results. These differences must be accounted for, particularly when
used for management. For example, aerial surveys are used to estimate abundance and
distribution of breeding waterfowl using densities along transects and extrapolating to the larger
target regions located within Western Dakota and Montana. While these surveys efficiently
estimate interannual variability in population distributions they do not explicitly capture highly
dynamic settlement patterns which greatly influence population estimates. Northern pintail
(Anas acuta) breeding distributions depend heavily on highly ephemeral wetlands, therefore
exhibit great annual variability. Our goal is to understand the proportion of pintails within the
survey area during the time of the North American Waterfowl Breeding Population and Habitat
Survey. We deployed GSM/GPS tracking devices on 665 female pintails wintering throughout
central and western wintering regions of North America (TX/LA Gulf Coast, TX Panhandle, NM,
AZ, and CA) during 2020-2023. Of those marked birds, 244 birds reached their respective
breeding areas, providing us adequate data to use in our analysis. We will use a nonparametric
analysis to assess whether the daily number of pintails per unit area in each survey stratum is
similar to that of non-surveyed areas within the Prairie Pothole Region. We will similarly
compare the number of birds within the belt transects available during the survey period to that
within the target survey area. These comparisons will provide insights into the efficacy of the
breeding survey for northern pintails and potentially refine population estimates.",poster,Student Poster Abstracts
104,Spatial and Temporal Responses of Small Cats to the Presence of Big Cat Species in Central Botswana,"As wild cat population trends steadily decline due to habitat loss and ever-growing
human-wildlife conflicts, there is great need for conservation of these species. Wild cat
populations should be studied on both public and private land to gain a deeper understanding of
challenges they face and ways their population numbers could be boosted. We examined the
spatial and temporal overlap in the populations of big and small cats on the Central Kalahari
Game Reserve (national park) and a privately owned, high-fenced hunting property using
camera traps.  From March to June of 2023, we deployed 2 cameras at each of 104 different
sites, with 52 sites per property. Photos were categorized by species and number of individuals
using the program Timelapse, and then exported to an excel file for analysis.  The high-fenced
Bokamoso property experienced about half as many detections as the Central Kalahari Game
Reserve. Caracals (Caracal caracal), servals (Leptailurus serval), and cheetahs (Acinonyx
jubatus) appeared to avoid areas where lions (Panthera leo) and leopards (Panthera pardus)
are present on both properties. However, the African wildcat (Felis lybica), the smallest species
of interest, tended to stay within the area. When similar species avoid one another, it produces
a healthier coexistence by reducing competition among species.",poster,Student Poster Abstracts
105,Ocelot Dispersion and Guzzler Use on Laguna Atascosa National Wildlife Refuge,"Ocelot (Leopardus pardalis) conservation at Laguna Atascosa National Wildlife
Refuge faces challenges related to man-made water sources (hereafter ‘guzzlers’), which
maintain consistent encounters with ocelots for research. Guzzler maintenance was historically
managed by interns; however, due to budget constraints and the COVID-19 pandemic,
maintenance ceased. Cluster camera surveys to refine the ocelot population estimate were
initiated in early summer 2023 and consistent ocelot encounters have been observed at the
refuge’s water guzzlers. Notably, 3 frequent visitors (2 males, 1 female) were identified at one
guzzler and 2 additional females were observed at another. Inspired by these findings, cameras
were placed at all 13 guzzlers to capture additional instances of ocelot activity, with data
collection underway. During camera checks, we observed that some guzzlers appeared dry or
clogged. This lack of maintenance was concerning because non-functioning guzzlers may
discourage ocelot use. Recently, there have been renewed efforts to maintain guzzlers through
volunteer initiatives. Our research aims to provide data on guzzler utilization by ocelots and
raise awareness about the importance of guzzlers for ocelot conservation. Examining the
connection between guzzler water availability and consistent ocelot visits, potentially
highlighting the correlation between ocelot encounters and areas with functioning guzzlers. Our
study further investigates how guzzler condition affects ocelot dispersal and explores the impact
of supplemental water sources on home range expansion, survival during dispersal, and
connectivity between dispersal areas. Our research contributes essential information to
understanding ocelot behavior around guzzlers and their role in ocelot dispersal, emphasizing
their significance for conservation efforts.",poster,Student Poster Abstracts
106,Winter Site Fidelity of Female Northern Pintails Using High-Resolution GPS Data,"Site fidelity is a phenomenon observed in a broad array of species, particularly those
that migrate. Some shorebirds return every year to the same nest cup and wintering site,
whereas some finches are entirely nomadic, following highly dynamic resources across their
range. Waterfowl fall somewhere in the middle of this spectrum. In North America, the northern
pintail (Anas acuta) shows highly-variable winter-site fidelity. However, much of our knowledge
on winter site fidelity relies on band recoveries, which are hindered by often very low recapture
rates. Automated tracking devices that use the cell phone network (GSM) or satellites allow
continuous tracking of animals. These devices provide valuable new insight into distributions of
animals across seasons. Using this technology, we seek to better understand winter site fidelity
of the highly mobile northern pintail. We deployed GPS/GSM tracking devices on 665 female
pintails wintering in the Gulf Coast, Playa Lakes Region, and the Southwest U.S., and a total of
69 individuals returned to wintering areas the year following deployment. We will assess
different levels (spatial scale) of winter site fidelity of pintails using Bhattacharyya’s Affinity Index
to measure degree of overlap of utilization distributions across successive winters, as well as
Euclidean distance between centroids of home ranges between winters. We expect low site
fidelity birds captured in dryer areas (Playa Lakes, Southwest), but higher fidelity in birds
returning to the coastal regions (Texas Coast, Louisiana), due to the latter region’s general
overall stability in wetland availability relative to the former.",poster,Student Poster Abstracts
107,Endoparasite Occurrence in Sympatric Bighorn Sheep and Aoudad in the Trans- Pecos Region of Texas,"Population decline of desert bighorn sheep (Ovis canadensis nelsoni) in the Trans-
Pecos ecoregion of Texas is a subject of burgeoning concern for wildlife biologists.  In many
parts of their range, much of this decline is in part caused by mortalities and reduced
recruitment from exotic pathogens originally introduced to free-ranging ungulates by domestic
livestock.  Additionally, aoudad (Ammotragus lervia), an invasive Caprid originating from Africa,
may facilitate the spread of pathogens that can cross species barriers, such as certain
endoparasites.  Determining parasite species presence and abundance in sympatric bighorn
and aoudad using techniques such as fecal egg counts (FEC) is the first step in exploring this
possibility.  We used the modified McMaster technique, which is the most commonly utilized
method to quantify parasite load in ruminants, and the Wisconsin technique to quantify parasite
presence.  Fecal samples were obtained from 22 bighorn and 13 aoudad captured in the Black
Gap Wildlife Management Area and Big Bend Ranch State Park in October-November 2023,
where 82% of bighorn samples and 54% of aoudad samples contained at least one species of
endoparasite.  Three genera were detected in both bighorn and aoudad combined, where
Ascaris ovis, a form of roundworm, and other ascarids were frequently observed in both
species.  Other parasites observed in both bighorn and aoudad included Eimeria spp. and
strongyle-type species.  These preliminary results support the notion that a larger, more
comprehensive study of gastrointestinal parasite occurrence in these species may be
warranted, especially as aoudad densities continue to rise.",poster,Student Poster Abstracts
108,Effect of Weather and Urbanization on the Activity of Virginia Opossums in the US,"Urbanization affects wildlife, but each species reacts differently to urbanization.
Research has found that mesopredators avoid highly urbanized areas while benefiting from
urban resources simultaneously.  Additionally, studies show that Virginia opossums (Didelphis
virginiana) are more active in areas with steady precipitation. With this in mind, we hypothesized
that Virginia opossums would be more active in urban areas and areas with a higher mean
precipitation. For the methodology, we used publicly available Snapshot USA data that gathered
camera data from locations across the US. Our anthropogenic covariates included cultivated
land and wild vegetation, and our weather covariates included precipitation and minimum
temperature. The calculated p-values from our study were: 2019 mean precipitation (p=0.024),
2020 mean precipitation (p=1.01e-07), for 2019 wild vegetation (p=0.0001), 2020 wild
vegetation (p=0.004), 2020 minimum temperature (p=3.28e-05), and 2020 cultivated land (p=
0.012).  Based on our results, Virginia opossum counts are positively correlated with mean
precipitation, minimum temperature, and cultivated land, and negatively correlated with wild
vegetation. Suggested future studies would be how the activity of other mesopredators affects
the activity of Virginia opossums.",poster,Student Poster Abstracts
109,Factors Influencing Diets of Wild Pigs,"Wild pigs (Sus scrofa) are one of the most damaging invasive species worldwide,
given their high reproductive potential, large size, and omnivorous diet. Their rapid expansion
has increased concerns for disease transmission, impacts on agriculture production, and effects
on ecosystems. If not properly managed, wild pigs could cause extensive, possibly irreversible,
damage to native ecosystems. My goal is to document the diet composition of wild pigs in the
Neches River Basin of the Piney Woods region of Texas seeking to make specific inference
about factors influencing changes in diet among animals throughout the year to determine
influence of environmental factors throughout each calendar season, determine influence of age
and sex on diets, and determine the influence of parasite presence on diets. I am collecting a
minimum of 10 specimens per season for sample collection of ectoparasites, feces, and
stomach contents from each wild pig harvested. All samples will be processed in order to
identify the abundance of parasites from each individual, identify items consumed, and
abundance of each food type consumed. These findings will then be used for analysis to
determine if any significant associations of any combined relationships exist. Understanding the
feeding habits in combination with possible factors influencing those habits may increase the
success of management plans. If any significant correlations can be found, these results can be
implemented into the timing of management efforts across the area creating more efficient
success for those wanting to decrease and manage wild pig populations to reduce ecological
and economic impacts.",poster,Student Poster Abstracts
110,"Fire Suppression Chemicals: Use, Effectiveness and Perceptions The Testing of EarthClean TetraKO™","Wildland fire suppression chemicals (defined as any additive to water used to
improve effectiveness as an extinguishing agent such as foams, retardants, and water
enhancers) have a long history of use in wildland firefighting. Since their introduction in the
1930s, phosphate-based chemicals have been utilized in wildfire suppression strategies. In
recent years, 50 million gallons of chemical fire retardant have been used to fight wildfires
annually. A major issue posed by the use of most suppression chemicals is their concentration
and accumulation in the environment post-burn. The toxicity of common suppression chemicals
has been well documented and known to cause harm to soils and waterways. With recent
increases in fire activity and intensity, the demand for safer, more environmentally friendly
suppression chemicals will rise. Newer “biodegradable” suppression chemicals, such as
TetraKO™, advertise themselves as environmentally friendly alternatives to the phosphate-
based agents commonly used today. In this study, we test TetraKO™, a cornstarch-based
product, under four replicated application conditions to evaluate its effectiveness and
performance. We hypothesize that TetraKO™ will stop the advance of fire more often than
water alone, even after a drying period. Additionally the non-toxic component reduces post-burn
negative impacts on the environment from suppression operations. Perceptions of wildland fire
suppression chemical use may be drastically improved if “safe”, “eco-friendly” products were
highly effective as control lines and water additives for suppression. Pending the results of this
study, a successful performance of biodegradable suppression chemicals would make a new
tool available to land managers, particularly in sensitive ecosystems.",poster,Student Poster Abstracts
111,Illuminating Painted Bunting breeding season diets at Lewisville Lake Environmental Learning Area using fecal eDNA metabarcoding,"Of the two breeding populations in the United States, the western Painted Bunting
(Passerina ciris) population is comparatively understudied. As this species’ populations are
declining, gaining a more comprehensive view of habitat requirements on breeding grounds is
needed. Specifically, we aim to evaluate the diet of Painted Buntings breeding in North Texas at
Lewisville Lake Environmental Learning Area (Denton Co., TX) to illuminate the food resources
needed by this population. Painted Bunting diets were last analyzed over 100 years ago using
lethal sampling methods, whereas technological advances now enable use of non-invasive
methods, like fecal eDNA metabarcoding. Despite growing interest in this approach, it has been
used relatively infrequently for birds compared to mammals. We non-invasively collected feces
from Painted Buntings across all three periods of the 2023 breeding season (pre-nesting,
breeding/nesting, and post-breeding) for diet analysis. We predicted that more arthropods are
consumed during the breeding season, a pattern that would be most pronounced in females,
and that during the post-breeding period more seeds would be found in the diet. This diet
assessment will not only expand and refine foundational information for this species, but also
provide invaluable habitat use data for the management of Painted Buntings in Texas.",poster,Student Poster Abstracts
112,Evaluating the Effect of Origin and Super-Stocking Methods on the Genetics of Eastern Wild Turkey,"In the early 1900’s, wild turkey populations were nearly extirpated from North
America due largely to unregulated hunting. Even after the implementation of hunting
restrictions, Eastern Wild Turkey (Meleagris gallopavo silvestris) populations in eastern Texas
struggled to recover. The Texas Parks & Wildlife Department has recently adopted a novel
translocation strategy known as super-stocking that involves simultaneously releasing ~80 wild
birds of mixed origin at each site. According to preliminary data, birds sourced from Texas
represented 61% of total super-stocked birds, Iowa represented 8.7%, and nine other states
accounted for the remaining 30.3%. Our aim was to determine if super-stock sources exert
influence on the current genetic diversity of M. silvestris in eastern Texas. According to
anecdotal evidence, birds trapped in some states may be contributing more to the current
population of M. silvestris than others and the genetic composition of a super-stocked
population may influence its ability to establish in an area. Genetic analysis will be performed on
eDNA samples from contemporary and release populations to determine the genetic
contribution of each source to the current population. Our findings will inform the selection of
future super-stocking sources and improved land management practices that facilitate dispersal,
survival, and reproductive success.",poster,Student Poster Abstracts
113,Response of Female Northern Pintail to Thermal Variation During Spring Migration,"Dynamic climatic conditions during spring migration add additional costs to birds
already under selective pressure to maximize fitness by optimizing time and energy. Increasing
metabolic rate due to cold or hot temperatures adds physiological costs. Energy expended to
respond to these costs can further compound energetic stress throughout daily and seasonal
movements. Compounding energetic costs have implications for subsequent fitness. Under
predicted climate change, increasing incidence of extreme weather events and warming trends
will increase the importance of temperature variability during migration as a dynamic energetic
factor. The northern pintail (Anas acuta) arrives earlier than most ducks to breed in the Prairie
Pothole Region, likely pushing its thermal limits. However, pintails also show shifting migration
phenology related to spring warming trends. Our first objective is to model how female northern
pintails respond to temperature-induced metabolic costs via their activity patterns during spring
migration at hourly, daily, and seasonal scales. We then will predict the effects of climate
change on pintails’ migratory activity budgets at multiple scales. Female pintails wintering in the
US Gulf Coast, Playa Lakes and Southwest Regions were fitted with GSM GPS/ACC
transmitters from 2019-2023. Under a generalized additive modeling framework, we will
determine the relationship between temperature-linked existence metabolism and overall
dynamic body acceleration (ODBA) given the interaction of spatial, temporal, and demographic
covariates. This multi-scale approach will provide a more mechanistic understanding of
waterfowl migration energetics in relation to climatic conditions, and will be informative for
waterfowl management under future climate change.",poster,Student Poster Abstracts
114,"Space Use, Movement, and Survival of Translocated Desert Bighorn Sheep in Sonora, Mexico","Mountain sheep abundance across North America has declined >60% from historic
times. In response, state and federal agencies have conducted >1,000 reintroduction projects,
translocating >21,000 bighorn sheep. Despite these efforts, ~50% of reintroductions are
considered unsuccessful, leading researchers to stress the importance of post-release
monitoring on the overall success of future reintroductions. Our objectives were to quantify
space use, movement, and survival of translocated desert bighorn sheep (Ovis canadensis
mexicana). We conducted our research in the Sierra El Alamo Mountains, ~45 km W of
Caborca, in northwestern Sonora, Mexico. We captured and fitted 16 bighorn sheep (9 females,
7 male) with GPS collars, which collected 1 GPS fix every 3 hours starting in November 2023.
We created monthly 95% Brownian bridge movement models (BBMM), calculated monthly
distance travelled, and used the Kaplan-Meier methods to estimate survival. Monthly home
range size for females was greatest in April (1,319 ha) and least in September (291 ha).
Similarly, for males, home range size was greatest in February (1,533 ha) and least in October
(513 ha). Cumulatively, movement was greatest from April through June (~49 km) for females
and from February through April (~52 km) for males; movement was least in October and
December for both sexes. Annual survival (November 2023 to November 2024) was 81%
(13/16) for both sexes. Early post-monitoring data suggest the reintroduction effort was
successful because annual survival was high, and reintroduced sheep joined herds with native
sheep and settled into the study area quickly.",poster,Student Poster Abstracts
115,Movement and foraging ecology of south Texas mountain lions (Puma concolor),"Anthropogenic structures, such as fences, walls, or highways, can have profound
influences on wildlife populations via fragmented habitats, impeded movement, and genetic
isolation. These structural barriers affect populations of large mammals worldwide, yet few
studies have quantified barrier impacts. Such research is particularly pressing considering the
construction of the ~1500km border barrier-system separating the United States and México.
We will conduct one of the first evaluations of the potential impacts of the U.S.-México border
barrier-system on movement and foraging ecology of a large carnivore, the mountain lion (Puma
concolor). Objectives are to assess effects of the border barrier-system on 1) transboundary
movements, 2) diet composition and kill rates, and 3) cause-specific mortality. We will capture at
least 20 lions and fit them with GPS collars equipped with geofencing that initiates high-fix rates
near the border. We will conduct integrated step selection and barrier behavior analyses to
examine the effects of the border on selection and movement. We will quantify diet through kill-
site investigations and DNA metabarcoding of scat samples. We will monitor survival and
cause-specific mortality by conducting mortality investigations. The broader implications of this
project are sizable, as Texas is the only state in the U.S. where mountain lions are not formally
managed and considered non-game. Additionally, population trends have not been tracked and
this population exists alongside a formidable anthropogenic barrier. By investigating the effects
of the U.S.-México border on a wide-ranging carnivore, we can inform mitigation and
management strategies locally and provide inference for at-risk carnivore populations globally.",poster,Student Poster Abstracts
116,Preliminary Field Data and Proposed Experiments for Evaluating Efficacy and the Detection Limits of Alligator Snapping Turtle (Macrochelys temminckii) Environmental DNA (eDNA),"The alligator snapping turtle (Macrochelys temminckii) is a large freshwater turtle
native to the southeastern United States.  Due to declining populations across its range, the
species is a candidate for listing as threatened under the Endangered Species Act.  Its range
extends into East Texas, but detailed information on its status in Texas is limited due to its
cryptic behavior and low detectability.  Environmental DNA (eDNA) analysis is a valuable tool in
determining the presence of rare or cryptic species, particularly in aquatic environments.
Previous efforts suggest that eDNA surveys may be a useful tool to detect alligator snapping
turtles, but these studies were limited in temporal scope.  Here we present preliminary field data
for the first three-month sampling period of sites where alligator snapping turtles are known to
occur.  These preliminary data will aid in evaluating the efficacy of eDNA sampling across a
temporal scale, with the complete data set allowing for seasonal analyses.  We also present
proposed mesocosm experiments to examine how water quality within an aquatic system (e.g.,
flow rate, temperature, pH, and turbidity) may influence the detection efficacy of alligator
snapping turtle eDNA.  Controlled laboratory experiments will be used to evaluate detection
limits as might be influenced by eDNA concentration and exposure to changes in temperature
and pH.  Results from this study will inform researchers on the potential utility and limitation for
eDNA detection in monitoring alligator snapping turtles and other cryptic species.",poster,Student Poster Abstracts
117,Ocelot Reproduction and Kitten Survival in South Texas,"Estimation of vital rates, including reproduction, is critical to understanding complex
population dynamics, particularly for small, declining populations. Ocelots (Leopardus pardalis)
are a federally-listed species whose current range in the United States is restricted to two small,
isolated populations in South Texas. Our proposed research will aim to elucidate three key data
gaps for ocelots in the United States: (1) first-year survival rates of ocelots; (2) timing and
frequency of ocelot reproductive events; and (3) drivers of ocelot den site selection, with the
goal of informing an integrated population model (IPM) to guide ocelot recovery. We aim to
place expandable radio-linked VHF (rVHF) collars on ocelot kittens to assess first-year survival.
The kittens’ rVHF collars communicate with the mothers’ GPS collar periodically to update
neonate status as nearby, absent, or deceased. These data will be analyzed in a Cormack-
Jolly-Seber model in a Bayesian framework. Multivariate linear regression will be utilized to
assess what factors (e.g., season, rainfall, vegetation cover, mother's age, mother’s number of
previous litters) affect reproductive timing and frequency. A resource selection framework will be
applied to analyze what factors (e.g., patch configuration, vegetation composition, and human-
related factors such as distance from road) influence den establishment, and if those factors
differ, what influences overall habitat selection. Providing insights into first-year ocelot survival
will directly inform an integrated population model to guide ocelot recovery in the United States.
In addition, knowing what factors are associated with reproductive timing and den site selection
will guide ongoing, large-scale restoration of Tamaulipan thornscrub.",poster,Student Poster Abstracts
118,Avian and Vegetation Response to Grassland Restoration in the Texas Cross Timbers Ecoregion,"Woody and invasive plant encroachment in grasslands is a major cause of grassland
bird population declines in North America. In the Cross Timbers ecoregion, Ashe juniper
(Juniperus ashei), honey mesquite (Prosopis glandulosa), King Ranch bluestem (Bothriochloa
ischaemum) and prickly pear (Opuntia spp.) convert native grasslands into dense shrublands
and monocultures that are unsuitable for obligate grassland bird species such as grasshopper
sparrows (Ammodramus savannarum). Our objective is to assess the impact of restoration on
the avian community by comparing avian abundance and plant community composition, canopy
cover, and density across time. Our study area is in Palo Pinto Mountains State Park in
northcentral Texas. We will conduct vegetation surveys during April and September with
fourteen 100m line transects using quadrat sampling for herbaceous species and the line
intercept method for woody species for 3 years, including pre- and post-restoration. Bird surveys
will be conducted for 4 periods/year using eight 20x100m line transects and 4 point counts
spaced >200m apart for 3 years. We plan to remove woody and invasive species and reseed at
an 8-ha upland section in early 2024. We have collected preliminary vegetation data in July
2023 and will collect preliminary bird data in early December 2023. This project will supplement
an ongoing 8-year riparian restoration project at the state park, provide songbird habitat,
improve surface water capture and nutrient cycling, and provide a demonstration site of cost-
effective ecosystem restoration and land management practices.",poster,Student Poster Abstracts
119,Using Targeted Poisoning of Red Imported Fire Ants to Improve Texas Horned Lizard Habitat,"The spread of red imported fire ants (Solenopsis invicta; RIFA) has frequently been
cited as a factor contributing to the decline of the Texas horned lizard (Phrynosoma cornutum;
THL). Two hypotheses for this are: 1) direct lizard mortality due to RIFA, and 2) displacement of
THL’s main food source, harvester ants (Pogonomyrmex spp.), by RIFA. A new third hypothesis
suggests that the invasion of RIFA could be causing a decline in hatchling THL food resources,
as their diet is mainly composed of small ant species. Many studies have attempted widespread
treatment to eradicate RIFA; however, this could have unintended consequences for non-target
ant species that THL depend on. Using a targeted application method, we sought to reduce
RIFA populations over the summers of 2022 and 2023 at four sites located at Mason Mountain
Wildlife Management in central Texas, a locality with an ongoing THL reintroduction program. At
each site, hot dog baits were placed 5 meters apart in 10x10 grids. At treatment sites, one
teaspoon of Amdro (a common ant poison) was applied to baits with RIFA thirty minutes after
placement. After Amdro was applied, baits were left for 30 minutes and then collected.
Treatments were repeated monthly May – August. The effects of each targeted poisoning were
evaluated using pitfall traps and ant abundance measurements from baits. Results showed no
clear trends in RIFA and hatchling food abundance over time. This suggests that our minimal
approach to targeted poisoning was not enough to significantly reduce RIFA activity at our sites.",poster,Student Poster Abstracts
120,Nutritive Value Dynamics and Strategic Supplementation of White-tailed Deer Browse Species in the Southern Cross Timbers and Prairies of Texas,"In the Southern Cross Timbers and Prairies Region of Texas, white-tailed deer
(Odocoileus virginianus) are both a recreationally and economically valuable resource. Though
nutritional value influences selection, forage availability tends to be the major limiting factor of
high-quality diet selection. Forage nutritive value and availability, however, varies among and
within growing seasons, as well as among years. The intent of this work is to evaluate how
commonly used supplementation regimens (i.e., whole corn, cotton seed meal, and alfalfa)
affect the digestion of first and second choice browse species relative to no supplementation on
a seasonal basis. Starting in January 2023, seasonal browse samples were collected from a
ranch located near Cross Plains, TX. Browse samples of six different species (chittamwood,
elbowbush, winged elm, post oak, live oak, and skunkbush) were collected from two different
ecological sites, loamy bottomland and clay loam. Nutritional constituents of browse samples
were determined, including crude protein, neutral detergent fiber (NDF), acid detergent fiber
(ADF), lignin, and fat. Ruminal digestibility was estimated using in vitro true digestibility
methodology (IVTDMD), with all species within an ecosite being incubated concurrently with
each supplement.  There was an interaction of species and season for NDF and ADF (P <
0.01), with both following the same relative trend within a species. There was an interaction of
species and season, as well as an effect of supplement for IVTDMD (P < 0.05). Browse nutrient
availability and IVDMD changed seasonally with the greatest digestibility and least fibrous
constituents in the spring and summer.",poster,Student Poster Abstracts
121,Tree Species Identity or Forest Structure: Restoration Implications for Small Mammal Diversity in Southern Pine Forests,"Industrial forest management practices converted historic native pine species forests
(e.g., shortleaf pine [Pinus echinata]) to homogenous, high-density plantations consisting of
native off-site species (e.g., loblolly pine [Pinus taeda]). Restoration efforts have been aimed at
converting these sites back to historical upland pine forests utilizing species that were more
commonly found in the site, which typically integrates one of two approaches: 1) a conversion
strategy, which involves replacing off-site species with preferred historic pine species, but this
approach can be fairly intensive and costly, or 2) the retention strategy which emphasizes forest
structure over species identity and is more gradual and less intrusive on the landscape.
However, the impact of each of these restoration strategies on small mammal diversity is not
well understood. We sought to determine the relative strengths of two factors (pine species
identity vs. forest structural characteristics) on an ecosystem service (support of biodiversity).
Specifically, using Hunt camera traps, we recorded small mammal occurrences across six
treatments that differed in tree species composition (monoculture forests of loblolly pine,
monoculture forests of shortleaf pine, or mixed shortleaf-loblolly pine forests) and covariates
that measure forest structure from two treatments (understory mulched or unmulched). We
found that covariates describing forest structure was a stronger predictor of small mammal
community composition (species richness and structure) as compared to pine species identity.
These results suggest a retention, rather than a conversion, approach to restoration can still
support biodiversity in forest ecosystems while achieving restoration objectives.",poster,Student Poster Abstracts
122,Effects of Prescribed Fire on Herbaceous Nearest-Neighbor Relationships,"Fire has played a crucial role in shaping and maintaining plant communities in Texas
rangelands for centuries. However, the absence of periodic fire in fire-adapted ecosystems has
caused significant shifts in vegetation composition. While previous studies in rangelands have
explored the impact of prescribed fire on various herbaceous vegetation aspects, there is a
notable research gap regarding the effects of prescribed fire on relationships between nearest-
neighboring plants. Our research addresses this gap by evaluating how different prescribed fire
regimes, characterized by varied return intervals and burning seasons, influence interactions
among herbaceous plants in the Gulf Coast Prairies and Marshes ecoregion of South Texas.
Our study was conducted at the East Foundation's El Sauz ranch, where sixteen burn units
(>200 hectares) were randomly assigned either winter, summer, or control (no burn) treatments
at either short (3 years) or long (5 years) return intervals in 2016. We conduct six modified step-
point transects per burn unit pre-burning, ~6, ~12, ~18, and ~24 months post-burning, and in
control units concurrently. Transects capture ground cover, nearest herbaceous plant species,
nearest rooted neighboring herbaceous species, and the distance between the two plants.
Preliminary data indicate that significant positive associations are found more frequently during
summer sampling than during winter sampling. Additionally, there is an increase in total
significant positive associations in burn plots following fire. The research findings will provide
insights for land managers, aiding in the development of precise prescribed burning
prescriptions to meet specific management objectives.",poster,Student Poster Abstracts
123,Patterns of Microhabitat Use by Texas Tortoises in a Southern Texas Coastal Rangeland,"Understanding habitat relationships at multiple scales aids in producing effective
management recommendations for wildlife species. For example, macrohabitat associations
can be useful in conducting species surveys across a broader geographic range, while
assessing microhabitat associations examines more specific resource use and has utility in
forming site management plans. Limited research exists on such relationships for the Texas
tortoise (Gopherus berlandieri), a species listed as threatened in Texas, where it ranges in the
southern portion of the state. Generally, Texas tortoises are known to use thornscrub grassland
vegetation. However, thornscrub grassland is a broad term that does not describe the finer
scale variation in vegetation class cover within this vegetation community across space. We
attached radio transmitters to Texas tortoises and assessed their microhabitat associations on a
coastal rangeland in southern Texas to determine more detailed patterns of resource use. We
examined the vegetation cover types and overall canopy cover at 1m above ground used by
tortoises at the East Foundation’s El Sauz Ranch in Kenedy and Willacy Counties. We collected
microhabitat data at 253 tortoise locations, along with 2 random locations for each tortoise
location (506 random locations) to compare microhabitat use to availability. Texas tortoises
appear to use areas with higher overall canopy cover and woody vegetation cover than is
generally available, although they exhibit use of a variety of vegetation cover types. These finer
scale assessments of Texas tortoise microhabitat use are necessary to inform
recommendations for management action throughout their range to support their conservation.",poster,Student Poster Abstracts
