talk_id,title,abstract,type,session,year,...1
8,"Assessment of Scaled Quail Habitat Selection and Movement Behavior on an Active Oil and Gas Field in the Permian Basin, Texas","Oil and gas development influences wildlife through various factors across space,
species, and ecoregions. Research highlighting how oil/gas development affects the already
declining scaled quail (Callipepla squamata) populations of Texas remains understudied,
especially in the Permian Basin region. We sought to evaluate how scaled quail habitat
selection and movement behavior are affected by oil and gas development and supplemental
quail feeders in the Permian Basin of West Texas, USA. Additionally, we were interested in
habitat selection and movement behavior variation across seasons. We used integrated step
selection analysis to identify which environmental and/or anthropogenic factors affected scaled
quail habitat selection and/or movement behavior across well pad densities (0.5 pads/km2 and
5 pads/km2). We determined that monthly vegetation greenness, distance to well pads, distance
to supplemental feeders, and various movement variables significantly affect scaled quail
habitat selection and movement behavior. We then utilized principal component analyses to
discern whether differences occurred across intensities and seasons. We found that scaled
quail do not select habitat or move differently across well pad densities or seasons. However,
their niche expands considerably during the winter months of the non-breeding, covey season.
This suggests that scaled quail reduced intraspecific competition as resources decreased
through expanding their niche breadth. Furthermore, we identified the existence of diel activity
patterns in habitat selection and movement. These results suggest that wildlife managers
working with oil companies should continue to focus on land restoration efforts and consider
implementing supplemental feeding to manage scaled quail populations.",oral,Conservation and Ecology of Birds 1,2024,NA
9,Exploring Drought-Legacy Effects in Northern Bobwhite in Texas,"Abstract: A drought-legacy effect is a phenomenon whereby current-year responses
of an ecosystem are affected by prior-year(s) rainfall. Drought-legacy effects have been
documented in grassland ecosystems, but it is unknown whether such legacy effects also
influence wildlife dependent on these systems such as grassland-bird species. Northern
bobwhite (Colinus virginianus) populations in semiarid rangelands are strongly influenced by
rainfall. Thus, it is plausible that bobwhite populations in arid environments are subjected to
drought-legacy effects. Our objective was to quantify the relationship between bobwhite
abundance and current-year and prior-year Modified Palmer Drought Severity Index (PMDI).
Our study focused on bobwhite populations of northern Texas (Rolling Plains and Cross
Timbers and Prairies) and southern Texas (Rio Grande Plains and Gulf Prairies and Marshes).
We used a long-term dataset (1978–2022) of bobwhite relative abundance collected by Texas
Parks and Wildlife Department (TPWD) using roadside surveys and a corresponding dataset of
PMDI to analyze the influence of current- and prior-year PMDI (i.e., drought-legacy effects) on
bobwhite abundance in each region. We documented a significant interaction between current-
year and prior-year PMDI in northern Texas (P ≤ 0.0001) and southern Texas (P = 0.0014) and
thus evidence for a legacy effect. The response of bobwhites to current-year PMDI increased
significantly (P ≤ 0.05) when prior-year PMDI changed from drought (PMDI = -4) to normal
(PMDI = 0) to wet (PMDI = 4). Our findings show that a drought-legacy effect exists and
influences bobwhite abundance in northern and southern Texas.",oral,Conservation and Ecology of Birds 1,2024,NA
10,Influence of Rainfall on Northern Bobwhite Reproduction,"Quail populations in semiarid environments experience drastic fluctuations, which are
strongly influenced by rainfall. Despite decades of research, the mechanisms driving this
relationship are unknown. While past research has focused on the materialized effects of
rainfall, we propose that rainfall itself, or closely associated factors, influence population
dynamics by serving as reproductive cues. Rainfall may provide supplemental information that
stimulates quail reproduction in sermiarid environments. Our study evaluated rainfall itself a as
reproductive cue for northern bobwhite (Colinus virginianus) in semiarid rangelands. During
April—August 2023, we housed northern bobwhite hens (n=30 hens) in outdoor aviary cages
that were subject to ambient environmental conditions. We collected blood before and after
rainfall events to monitor changes in reproductive hormones and recorded eggs daily. We
measured reproductive hormone (i.e., luteinizing hormone, LH) concentrations in blood samples
using ELISAs and calculated egg-laying rates. We also deployed autonomous recording units at
8 sites (1 unit/site) across South Texas to monitor changes in wild bobwhite calling behavior
before, during, and after rainfall events. We used the web application BirdSong to detect wild
bobwhite calls in our bioacoustic recordings and calculated calling rates. Here we report
changes in bobwhite reproductive behavior (LH, egg laying, and calling rate) as a function of
rainfall events and discuss the implication of these findings.",oral,Conservation and Ecology of Birds 1,2024,NA
11,Demographics of Northern Bobwhite Translocated to the Pineywoods Ecoregion of Texas,"Northern bobwhite (Colinus virginianus) have largely disappeared from the
Pineywoods of Texas. Restoration of populations has been successful in the southeastern
United States following translocation. We radiomarked and translocated 120 bobwhite from
Florida to a 3,622-ha area in Polk County, Texas. Sixty bobwhite were translocated in January
2023 and the remainder in March. We monitored bobwhite daily to estimate demographics of
the two cohorts. During 6 January to 17 October 2023, cumulative survival was 0.52 (95% CI =
0.39–0.65) and 0.28 (95% CI = 0.17–0.42) for January and March cohorts, respectively. We
entered breeding season (April 15) with 54 females (nJanF = 25, nMarF = 29) and 55 males
(nJanM = 27, nMarM = 28); the first nest was observed on 9 May and 6 May for January and
March cohorts, respectively. We found 74 nests; nest incubation rates were 1.06 nests/female
(NRJanF = 0.92, 95% CI = 0.61–1.38, NRMarF = 1.17, 95% CI = 0.84–1.64) and 0.31
nests/male (NRJanM = 0.37, 95% CI = 0.20–0.69, NRMarM = 0.25, 95% CI = 0.19–0.50).
Pooled across sexes, nest success was 49% (NSJan = 0.47, 95% CI = 0.31–0.64, NSMar =
0.52, 95% CI = 0.33–0.70). Productivity was 5.09 chicks/female (CRJanF = 5.19, 95% CI =
4.39–6.15, CRMarF = 5.00 chicks/female, 95% CI = 4.25–5.88) and 1.35 chicks/male (CRJanM
= 1.22, 95% CI = 0.87–1.72, CRMarM = 1.46, 95% CI = 1.08–1.99). Overall, demographics
were comparable to growing populations.",oral,Conservation and Ecology of Birds 1,2024,NA
12,The Influence of Landcover and Weather on Northern Bobwhite Population Growth in Texas,"Northern bobwhites (Colinus virginianus) inhabit semi-arid rangelands and open
woodlands in the United States, and their populations have been experiencing distribution-wide
declines for the past century. Habitat loss and fragmentation have been hypothesized as
potential factors driving the population decline at large spatial scales; however, long-term
changes in weather (i.e. rain, temperature, and soil moisture) traditionally have not been
considered as contributing factors. The objective of our study was to evaluate the hypothesis
that habitat loss and long-term weather trends influence bobwhite population growth in northern
and southern Texas. We used 2019 National Land Cover Data as well as historical (1978–1992)
and projected (1992–2022) land cover data from the United States Geological Survey to assess
bobwhite habitat connectivity and configuration. We also used data from the National Centers
for Environmental Information to quantify weather within each region using Palmer Modified
Drought Index values. Here we report on the influence of habitat amount (%) and weather
(PMDI) on bobwhite population growth and discuss the relative importance of each. Our findings
will 1) provide a better understanding of the degree to which fragmentation and weather
influence bobwhites in Texas, and 2) help guide species conservation at regional scales.",oral,Conservation and Ecology of Birds 1,2024,NA
13,Reproductive status limits thermoregulatory behavior in white-tailed deer,"Altering space use and diel activity patterns are animal behaviors that balance
energetic needs and thermoregulation. However, reproduction increases energetic requirements
and limits thermoregulatory efficiency. We assessed how environmental temperature influenced
when and where white-tailed deer (Odocoileus virginianus; hereafter “deer”) foraged and
accessed water depending on reproductive status. We monitored activity patterns associated
with foraging and drinking at shaded/unshaded feed stations of six pregnant and 11 non-
pregnant captive deer using camera traps May through August 2022 in Kingsville, Texas, USA.
We measured black body environmental temperature and identified periods of extreme heat
(daily mean > average high).  We recorded 5,785 foraging and 7,117 drinking events and
analyzed the coefficient of activity overlap ( d̂; range: 0 [no overlap] to 1 [complete overlap])
between pregnant and non-pregnant deer at different environmental temperatures and
locations. Drinking activity overlap of pregnant and non-pregnant deer was similar during
periods of lower temperatures (daily mean <35°C; d̂=0.93, CI:0.90-0.94) and higher
temperatures (daily mean >35°C; d̂=0.90, CI:0.87-0.93). However, foraging activity overlap of
pregnant and non-pregnant deer at lower temperatures was 13% greater ( d̂=0.90, CI:0.87-0.92)
than at higher temperatures ( d̂=0.77; CI:0.72-0.82). Moreover, diel activity overlap between
pregnant and non-pregnant deer at shaded feeders was 7% greater at lower temperatures
(d̂=0.92, CI: 0.90-0.95) than higher temperatures ( d̂=0.85, CI: 0.78-0.91), whereas activity
overlap at unshaded feeders was 15% greater at lower temperatures ( d̂=0.91, CI:0.89-0.94)
than higher temperatures ( d̂=0.76, CI:0.68-0.82). Collectively, our results demonstrate
pregnancy has strong effects on diel activity patterns, and those effects are most pronounced at
high temperatures.",oral,Conservation and Ecology of Mammals 1,2024,NA
14,Drivers and Consequences of Mule Deer Site Fidelity in a Highly Dynamic Landscape,"Site fidelity is observed across taxa and predicted to improve familiarity with the
environment and individual or population performance. Human disturbance, however, may alter
the benefit of this previously adaptive behavior. We examined site fidelity of 125 GPS-collared
mule deer (Odocoileus hemionus) across four populations in the Texas Panhandle from 2015 –",oral,Conservation and Ecology of Mammals 1,2024,NA
15,Thermal drivers and consequences of foraging behavior in white-tailed deer,"Foraging behavior is a key determinant of nutritional condition, which governs
individual and population-level performance. Foraging behavior is influenced by numerous
factors; however, little is known about the effect of thermal conditions on foraging behavior or
the physiological consequences of foraging decisions in environments which experience
extreme heat. We investigated how foraging behavior is influenced by environmental
temperature and life history characteristics, and how internal temperature is influenced by
foraging behavior and environmental temperature. We monitored black-body environmental
temperature and internal temperature with temperature-logging vaginal implant transmitters
while conducting a cafeteria-style diet study using captive white-tailed deer (Odocoileus
virginianus; hereafter: “deer”). From April through September 2022, we monitored intake and
diet selection of 35 individuals offered two diets with varying levels of protein and energy. We
used generalized linear mixed models to test the effect of reproductive status, age, sex, and
environmental temperature on daily intake levels and diet selection. We used linear mixed
effects models to evaluate the effect of daily intake, diet selection, and environmental
temperature on internal temperature. Deer selected diets with high energy and low protein
during gestation and post-parturition, antler growth, and juvenile body growth. Additionally, we
observed as environmental temperatures increased, deer reduced overall intake, reduced
protein intake, and increased energy intake. Lastly, we found internal temperature increased as
protein intake increased, revealing a physiological cost to consuming a high-protein diet. Our
results suggest foraging behavior can be strongly influenced by environmental conditions and
induces important physiologic responses in environments prone to extreme heat.",oral,Conservation and Ecology of Mammals 1,2024,NA
16,Behavioral state-specific resource selection of pronghorn in the Texas Panhandle,"Pronghorn (Antilocapra americana) are a grassland specialist species that have
experienced population declines and range contractions in portions of their distribution as a
result of anthropogenic development and loss of native vegetation communities. Understanding
how pronghorn select resources while in different behavioral states can reveal habitat
requirements for important but infrequent behaviors. We used hidden Markov modeling to
estimate behavioral states—encamped, foraging, and transiting—underlying movement of 72
pronghorn (36 males, 36 females) collared from 2017 – 2019 in the Texas Panhandle. We then
conducted step selection analyses to evaluate behavioral state-specific resource selection for
slope, distance to road, and distance to three landcover types—herbaceous vegetation, woody
vegetation, and cropland. Resource selection differed by behavioral state. Pronghorn spent the
most time foraging (65%), and selected areas with shallower slopes farther from roads and
woody vegetation. Foraging pronghorn exhibited seasonal variation in selection for herbaceous
vegetation, specifically selecting areas closer to herbaceous vegetation during the growing
season and farther from herbaceous vegetation during the dormant season. Pronghorn spent
the least amount of time encamped (10%), and resource selection generally aligned with
selection patterns when foraging. However, when transiting (25%), pronghorn selected areas
closer to roads and exhibited seasonal variation in selection for herbaceous vegetation. Our
findings provide insight into how rangeland composition and configuration influence resource
selection differentially when accounting for pronghorn behavior. Moreover, we highlight that
integrating behavioral modes into resource selection can identify critical habitat associations
that may be less prevalent but biologically important.",oral,Conservation and Ecology of Mammals 1,2024,NA
17,Behavioral State Specific Habitat Selection of Elk in the Trans-Pecos,"Little is known about elk (Cervus canadensis) populations in the Trans-Pecos region
of Texas. Population estimates suggests there could be approximately 3,500 free-ranging
individuals. However, there is minimal information on the dynamics of these populations. These
knowledge gaps have come into sharp focus with increased concern for chronic wasting
disease (CWD) in the Trans-Pecos. Thus, it is essential to understand the epidemiology of CWD
such as space use and drivers of movement in CWD susceptible species such as elk. Pilot data
collected from the first three GPS-collared elk in the Trans-Pecos (captured March 2023)
showed itinerant movement patterns. This instable space use has substantial implications for
disease spread. To further investigate this issue, we used Hidden Markov models (HMMs) to
segment the movement path into encamped and roaming states, then evaluated environmental
drivers of movement in each state using integrated step-selection functions (iSSFs). We found
clear signatures of encamped and roaming behaviors in elk movement patterns, with increased
probability of encampment near stream beds with green vegetation. Our iSSF analysis revealed
that elk movement routes were influenced by topography and shrub cover. Our top model found
that elk in the roaming state selected for landscape concavity (TPI; β = -0.754, SE = 0.0576),
avoided rugged terrain (β = -0.495, SE = 0.4572) and a quadratic term suggested preferred
elevation between 1200m to 1700m.This study provides a method for elk movement pattern
predictions and a basis for future studies to provide insight to CWD transmission pathways in
this understudied population.",oral,Conservation and Ecology of Mammals 1,2024,NA
18,White-tailed Deer Spatial Response to Temporary Bait During Camera Surveys,"Researchers commonly estimate white-tailed deer (Odocoileus virginianus)
abundance using bait to attract deer to camera stations. Our objective was to quantify whether
bait (i.e., whole kernel corn) presence and removal impacted home ranges (i.e., size and
overlap) and movement of deer during camera surveys. We conducted our research at Joint
Base San Antonio-Camp Bullis in central Texas from 2012 to 2013. We captured and fitted 64
deer (32 male, 32 female) with GPS collars, which collected 1 GPS location every 15 minutes
from 22 July to 2 September 2012¬–2013. Baited camera surveys were conducted from 5 to 18
of August annually. We evaluated the effect of bait on diurnal and nocturnal daily range size and
overlap of deer using spatial temporal analysis of moving polygons (STAMP). During the bait
period at night, male daily range size (149 ha) was 12% larger than pre-bait (133 ha). During the
bait period, male daily diurnal range overlap (0.15) was 26% lower compared to pre-bait period
(0.20). For females, daily nocturnal range size increased by 21% and overlap decreased by
13% from the pre-bait to bait. Daily distance moved (m) was similar (<6% difference) between
the bait and pre-bait period for both sexes. The presence and removal of bait had minimal
influence on deer space use. Our results suggest that using bait during camera surveys will
have minimal impact on deer daily range characteristics and movement.",oral,Conservation and Ecology of Mammals 1,2024,NA
19,Ranking and Prioritizing Species for Conservation and Research,"The Nongame & Rare Species program (NRSP) at Texas Parks & Wildlife conducts
research and management on a wide diversity of species. With over 70,000 nongame species in
the state, selecting the right species and research questions to focus on is crucial for making
meaningful conservation progress with limited resources. Over the past several years, the
NRSP has worked to develop new, objective criteria for determining which species are listed as
Species of Greatest Conservation Need and which qualify as State Threatened. The program
has also developed a novel strategy for identifying key knowledge gaps that need to be filled for
conservation measures to begin and developed a strategy for determining most crucial
conservation actions needed to recover imperiled species. In this presentation, we will explore
the inner workings of how TPWD rare species biologists are changing how they approach the
complex task of species conservation and recovery.",oral,Non-Game and Rare Species Conservation from TPWD,2024,NA
20,Collaborative programs that connect landowners and agencies to do conservation for federally listed and candidate species on private lands,"When the Endangered Species Act was passed by the U.S. Congress 50 years ago,
some viewed the act primarily as a regulatory mechanism, and thus, perceived that interaction
with agencies was best to be avoided. In response to this concern, the U.S. Fish and Wildlife
Service created several programs that encourage and reward voluntary collaboration and
conservation on private lands. Specifically, maintaining or creating populations or habitat for
species that are listed as endangered or threatened, or are a candidate for listing, can come
with assurances for a landowner. Assurances can include authorizing some level of incidental
take and a commitment to ‘no surprises’ for the landowner should changes to the status or
regulations occur for a covered species. The Texas Parks and Wildlife Department has also
developed several programmatic agreements that streamline the process for landowners who
want to engage in voluntary conservation for federally listed and candidate species on their
lands. This presentation will explore current programs that facilitate voluntary conservation
actions for listed or candidate species, such as Habitat Conservation Plans, Safe Harbor
Agreements, and Candidate Conservation Agreements with Assurances. We will cover the
features and best applications for each program, as well as provide several examples of current
and ongoing initiatives. The goal of this presentation is to provide landowners, and those who
work with landowners, with a stronger understanding of the tools available for the conservation
of listed and candidate species on their working lands while also facilitating the continuation of
normal operations such as farming, ranching, and recreation.",oral,Non-Game and Rare Species Conservation from TPWD,2024,NA
21,Non-game Mammal Conservation in Texas,"Texas Parks and Wildlife Department (TPWD) is charged with ensuring “the
continued ability of nongame species of fish and wildlife to perpetuate themselves successfully”.
As such, the TPWD Mammal Conservation Program focuses on the conservation, research, and
management of the non-game mammals and furbearers in Texas. The program covers a wide
variety of mammal species, with most attention on those that are federal or state threatened and
endangered as well as species of greatest conservation need (SGCN), such as Texas kangaroo
rats (Dipodomys elator), black-tailed prairie dogs (Cynomys ludovicianus), Davis mountains
cottontails (Sylvilagus robustus), plains spotted skunks (Spilogale interrupta), swift foxes
(Vulpes velox), ocelots (Leopardus pardalis), black bears (Ursus americanus), and mountain
lions (Puma concolor). Bats were recently split into their own program due to their unique needs
and threats. In this presentation, we will discuss the current efforts underway for the mammals
in the program as well as the knowledge gaps and needs that have been identified for priority
species. Thus, the ways in which the program works to meet the ultimate goal of supporting
sustainable populations of non-game mammals in the state will be examined.",oral,Non-Game and Rare Species Conservation from TPWD,2024,NA
22,Use of Electric Fencing to Deter Bears from Attractants in an Arid Landscape,"Black bears were extirpated from the Trans-Pecos region of Texas by the 1950s but
began recolonizing the region from northern Mexico in the 1980s.  This recolonization has led to
increasing incidents of human-bear conflict.  The prevalence of deer feeders on the Texas
landscape creates a unique challenge because of the increased opportunity for human-bear
conflict.  Two types of deer feeders are common in Texas, free choice deer pellet feeders and
spin-cast feeders.  Since 2018, Texas Parks and Wildlife staff have been testing the use of
electricity to deter bears from feeders.  Systems that utilized an earthen ground return for the
negative circuit were ineffective in the arid environment despite attempts to improve the
grounding system.  Using livestock panels to create a metal apron laid in front of an electric
fence or underneath an electrified spin-cast feeder for the negative circuit have proven effective.
A 7-wire all hot fence (~34 inches tall) with a metal grounding apron successfully deterred bears
using energizers rated at 0.15-0.25 output joules.  Likewise, electrified spin-cast feeders with a
metal grounding apron successfully prevented feeder damage using energizers rated at 0.08-
0.20 output joules.  A third design entailed adding a single hot wire positioned 2-3 inches above
and 2-3 inches inside of an existing hog panel or netwire fence.  Using 0.15-0.25 output joule
energizers, this design successfully deterred as well.   We discuss the efficacy of these designs
in securing various black bear attractants in the Trans-Pecos region and other arid landscapes.",oral,Non-Game and Rare Species Conservation from TPWD,2024,NA
23,Historical Changes in The Distribution of Montezuma Quail In Texas (1850-1950),"Understanding the history of a species’ geographical range is fundamental to
establishing context for its present condition and developing realistic approaches to its
management and conservation. Unfortunately, there is very little documented information in the
published literature about the historical Texas distribution of Montezuma Quail (Cyrtonyx
montezumae) a Species of Greatest Conservation Need. Generally, published depictions of
Montezuma Quail distributions are without documentation. I addressed this problem by
assembling a database of dated and geo-referenced voucher specimens (n = 54) and
occurrence records (n = 136) of Montezuma Quail to assess spatial and temporal patterns of
Texas distributions through historical time (1850-1950). Historical records revealed that in 1850
Montezuma Quail occupied a large and diverse landscape encompassing 125,745 km2 across
8 distinct macro-scale terrain-vegetation frameworks. The Texas distribution consisted of 2
units—a mostly contiguous central Texas unit centered on the Edwards Plateau and a highly
fragmented Trans-Pecos unit associated with plateaus, cuestas, and rugged desert mountain
ranges with ≥1,400 m elevation. The 1850 central Texas and Trans-Pecos distributions covered
an estimated 109,320 km2 and 16,425 km2, respectively. Beginning in the 1880s, the central
Texas distribution underwent a rapid and dramatic contraction that reduced its former expansive
range to 2,399 km2. By the 1930s, Montezuma Quail were reduced to relict populations in parts
of several counties along the western end of the southern Balcones Escarpment. In contrast,
the Trans-Pecos distribution of Montezuma Quail remained essentially unchanged over the
historical period, being extirpated from the Franklin Mountains and possibly some marginal, low
elevation areas. The records-based data presented in this paper provide firm evidence of the
former robustness and subsequent plight of Montezuma Quail in Texas. I propose that
Montezuma Quail need greater conservation effort and give broad recommendations for its
future management.",oral,Non-Game and Rare Species Conservation from TPWD,2024,NA
24,Monitoring and learning the urban ecosystem with iNaturalist,"The urban ecosystems in Texas are filled with biodiversity, and one of our challenges
as wildlife biologists and nature enthusiasts is to learn about the flora and fauna that make up
these cities and towns.  In many cases, the urban ecosystems are composed of native,
naturalized, and invasive species.  To manage these properly, it's important to learn the
identifications of all of the components of these areas.  One of the most powerful tools that we
can use is iNaturalist, a citizen science social network that uses both an automated species
identification and a community of naturalists to verify these identifications.  Not only does the
repetition of observing organisms add valuable data to our knowledge of global biodiversity, but
it also aids in the natural resource management of the area.  By using iNaturalist regularly, a
wildlife biologist and nature enthusiast can generate a substantial knowledge about the entire
ecosystem.  We will discuss the importance of using this tool and how to gain the most out of
regular use, especially in the urban ecosystem.",oral,Non-Game and Rare Species Conservation from TPWD,2024,NA
25,Responses of Riparian Vegetation Before and After Ashe Juniper Removal,"Woody encroachment of Ashe juniper (Juniperus ashei) is an ongoing problem in
many Texas riparian areas. Studies on the responses of ecosystems to removal of Ashe juniper
indicate that the response could be specific to heavy disturbance. Our study occurs at a tract of
land undergoing restoration in north-central Texas in the Crosstimbers ecoregion (Palo Pinto
Mountain State Park; opens to public access 2024). Our objective is to examine the effect of
Ashe juniper removal and the subsequent disturbance on riparian vegetation for 3–5 years post-
removal. Restoration began in phases in 2020. A contracted company initiated mechanical
removal of Ashe juniper from multiple riparian areas. In 2022 we initiated reseeding efforts of
herbaceous ground cover following removal. In removal areas, we measure stem counts,
canopy cover, and herbaceous cover 1 year prior to removal and 3–5 years post-removal. Our
study is a before-after treatment design that we analyze using a two-way nested ANOVA.
Preliminary results from phase 1, 2 years post-removal and phase 2, 1-year post-removal
suggest slight trends towards wood vegetation recovery, but a potential delayed response by
the herbaceous cover due to an increase in litter coverage. In summer 2023, we collected
another year of post-treatment data, which will include results from our reseeding efforts. Our
results inform immediate restoration activities, such as the decision to initiate reseeding efforts
with removal of litter cover, and provide more understanding about community-level responses
to Ashe juniper removal.",oral,Natural Resources Management/Habitat Management,2024,NA
26,Long-term Vegetation Dynamics on a Semi-arid Multiple-use Landscape,"Vegetation-environmental relationships are difficult to discriminate, as are drivers of
floral change. Multi-year monitoring of spatially congruent sites can ascertain the direction and
cause of floristic shifts. Our objective was to assess long-term vegetation change on a multiple
use military installation in eastern New Mexico using ground-sampling techniques. A modified
point-intercept method was used to obtain species frequency and foliar height data at 45 plots
across 6 sampling periods from 2008 to 2021. We used redundancy analysis and canonical
analysis of principal coordinates to assess gradients of floristic change and plot-level
spatiotemporal differences. Soil composition and annual microclimate were the drivers of
species presence and frequency (R2 = 0.41, p < 0.001), and plot-level analysis showed minimal
cyclic movement but no unidirectional shifts. Plot composition weakly differed across periods
with rainfall disparities but were similar between years with comparable microclimate (R = 0.09,
p < 0.0001). Plot composition moderately differed across maneuver areas (R = 0.36, p <
0.0001) but were not significantly different in maneuver areas with similar soils and land use.
Our results indicate that soil characteristics drive presence whereas annual weather patterns
influence prevalence, and no permanent state change has occurred across the 13-year time
span. Future monitoring efforts should focus on quantifying anthropogenic management
activities and their influence on composition shifts. Our study approach can assist land
managers using a variety of sampling metrics in assessing site-specific long-term changes in
vegetation composition and validate state-and-transition models currently used by land
management agencies.",oral,Natural Resources Management/Habitat Management,2024,NA
27,Understanding Pollinator Preference and Resource Use for Water Conservation Plantings in North-Central Texas Landscapes,"Insect pollinators are declining across local and regional scales, with contributing
factors including urbanization, intensive agriculture, and climate change. Current climate models
suggest increased frequency and severity of drought events in North-Central Texas, which
reduces wild floral resources in areas that are already limited by other factors in the landscape.
Pollinator syndromes are thought to give a general idea of the types of flowers involved in
attracting different pollinators and are based on suites of floral cues and morphologies.
Biologists can improve the integrity of ecosystem services provided by pollinators by providing
environmentally robust floral resources in anthropogenic landscapes. Understanding pollinator
attractiveness to plants is crucial for providing quality floral resources in urban landscapes. The
purpose of our study is to understand pollinator preference and resource use associated with
drought-tolerant, commercially available landscape perennials and to determine the efficacy of
pollinator syndromes in North-Central Texas. We established 4, 8.5 x 14-m plots with 3, 2 x 14-
m rows containing 20 perennial plant taxa. We conducted weekly observations from May to
November 2022 and recorded pollinator visitors during 60 second observations at each plant.
Using bipartite network indices, we found evidence of preference by pollinator groups generally
consistent with traditional pollinator syndromes and identified commercially available landscape
perennials attractive to pollinator groups. Our findings recommend selecting plant species for
pollinator conservation in urban areas where water resources may be limited as well as
promoting a suite of robust flowering perennials for consideration in restoration or conservation
plantings.",oral,Natural Resources Management/Habitat Management,2024,NA
28,The Power of Rocks: Ecohydrology Improvements for Habitat Restoration,"The decline of scaled quail (Callipepla squamata) populations has been mainly
attributed to habitat degradation. Increasing plant diversity and reducing soil erosion could help
alleviate habitat challenges. Therefore, we have deployed a holistic strategy to restore riparian
habitat within the Chihuahuan Desert by building structures known as “trincheras” (small rock
dams) to improve hydrological processes. We expect restoration efforts to increase water
harvest, reduce soil erosion, increase native vegetation, and positively affect soil cover and
retention. Restoration efforts began in August of 2021 in a private ranch in Southern Brewster
County. To date, we have built 130 trincheras. Of those, 50 have been assessed before and
after the rainy seasons of 2022 and 2023 to measure how much soil was retained. We used a
Functional Principal Component Analysis to determine how sediments accumulated where
trincheras were established. As a result, we found significant accumulation up to and beyond
2m upstream from trincheras. Also, we observed negligible loss of sediments downstream to a
distance of 0.5m from the trinchera. Variability in the capture of soil sediments may be related to
stream features like slope, soil type, and channel size. This study can guide placement and
expectations of ecohydrology improvements, leading to more effective habitat restoration. By
increasing soil deposition in riparian areas, trincheras are an effective tool to promote plant
production and ground cover in the short term.",oral,Natural Resources Management/Habitat Management,2024,NA
29,A biologist’s review of ESRI field data collecting apps: selecting the best tool for your needs,"ESRI (maker of ArcGIS products) commands a large share of the GIS market and
has produced a variety of apps biologists can use for field data collection. However, it is
sometimes difficult to discern the nuances between apps and the license levels needed for
each. We discuss the pros/ cons of the following apps: Field Maps, Survey 123, and Quick
Capture. Field Maps is a map-centric app that excels at collecting points, lines and polygons
quickly, while offering a basemap for navigation. Survey 123 is form-centric, and best to use
when extensive amounts of data are being gathered on the fly at each location. Quick Capture
is a newer option with buttons to collect data quickly and on the fly with minimal user training
and input. We cover the current license levels offered by ESRI and explain what levels are
required for creation of maps to use in each app, and if additional licenses are required for data
collecting staff. All ESRI apps utilize on board GPS capabilities of the user’s device but are
improved with the use of an external Bluetooth connected GPS unit. After using all three apps in
the field, we believe that Survey 123 is the easiest for a beginner to design and use while still
offering versatility. Use of these data collection apps will streamline post processing and reduce
user error from mis-entered data. Understanding the options available and the costs required
will allow biologists to choose the best setup for their projects and budget.",oral,Natural Resources Management/Habitat Management,2024,NA
30,Updates and Advancements for Ecological Mapping Systems of Texas,"Ecological Mapping Systems of Texas (EMSTX) consist of a 411 class, land
classification map for Texas. Each EMSTX type is uniquely identified based on vegetation
community and landcover.  As well as, geological influences, landforms, and soil type. Land
cover is determined from photo interpretation of satellite imagery in addition to species-specific,
ground-collected plot data to distinguish between herbaceous, shrubland, and woodland/forest
types. Ground data collection consists primarily of roadside plots where % cover and dominant
species are recorded for trees, shrubs, and herbaceous cover. To further improve EMSTX
mapping accuracy, geophysical settings using soil Map Units from the gSSURGO data and
LIDAR-derived digital elevation models (DEMs) were introduced. Using 10-meter imagery, rules
for the classification of each EMS type followed the format: land cover + abiotic factors =
mapped EMS type. In 2014, more than 12,000 spatially specific, ground samples were obtained
in support of previous mapping efforts (85% accuracy) and system descriptions. With new
efforts already underway, significant improvements are evident in both spatial and thematic
resolution, including the high resolution mapping of canyons, mapping forest classes based on
height, and assessing fine-scale grassland quality on a regional level. With numerous
applications for a statewide update to this dataset, the implications for both TPWD and partners
include an improved tool for improved land stewardship, landscape change detection, as well as
conservation planning and management efforts.",oral,Natural Resources Management/Habitat Management,2024,NA
31,Habitat Loss and the Behavioral Effects on a Female Gray Hawk in the Lower Rio Grande Valley of Texas,"Habitat loss is a major threat to wildlife worldwide. Though we typically associate
habitat loss with the degradation of large tracts of suitable space, habitat loss in urban
environments can be much more incremental. We tracked an adult female Gray Hawk (Buteo
plagiatus) in the Lower Rio Grande Valley of Texas before and after 70% of the trees (7.6 ha)
were cleared from her core breeding territory and used a hidden Markov model to infer two
behavioral states from her movements. While her overall activity budget between within-patch
and exploratory movements was unchanged, she undertook substantially longer exploratory
movements after the clearcut. These longer movements likely resulted in higher energetic costs
and exposed her to additional anthropogenic threats, such as roads. Road exposure within her
territory increased from 7 km to 547 km following the clearcut.  Preserving natural areas and
enhancing wildlife-friendly features in urban green spaces could facilitate adaptation of species
like the Gray Hawk to increasingly urban environments. Our study highlights the behavioral
effects of seemingly minor habitat loss on a highly mobile predator; however, impacts could be
far more severe in species with limited mobility.",oral,Conservation and Ecology of Birds 2,2024,NA
